12-5	12-6	12-13	12-15	18-1	18-2	18-3	18-8
gbgene45	90.1076255152488	121.305873465063	58.2402775662232	115.154891096194	126.811910585717	3.79233341793233	76.150322627748	128.209710142658
gbgene46	14109.9678511747	11882.7014311647	4398.57309422279	5780.4393143688	7601.53660246836	99.8647800055513	7757.43336608869	7474.47873383406
gbgene47	27.3277224923295	32.9635525720281	654.009674309228	500.125256950624	300.281033556745	1040.36346765277	459.947948671598	286.629754284449
gbgene48	42.0994643800752	118.668789259301	23.8689662156652	38.6651459155104	17.9450816866581	99.8647800055513	28.9371225985443	78.1047659489758
gbgene49	93.0619738927979	932.209266736953	5496.54554014339	1486.92702444648	78.9583594212956	2818.96784066303	670.88434235046	123.051848240367
gbgene50	356.737566589059	378.421583526882	331.301251073433	363.956699596	374.454037861599	1.26411113931078	664.79231654024	646.206412615583
gbgene51	2.95434837754914	52.7416841152449	50.6022083772103	173.993156619797	15.552404128437	318.556007106316	3.04601290510992	12.5262360484206
gbgene52	189.078296163145	200.418399637931	22.9142075670386	20.1731196080924	364.883327628714	51.8285567117418	44.9286903503713	14.7367482922596
gbgene53	6565.30068200858	7122.76443976382	22012.9154027351	17452.2701009509	21659.7135957963	50085.3474506323	15759.3092678125	7086.16541633302
gbgene54	929.881151833592	6878.83415073081	14890.4158839806	7355.62373710068	6279.58225155122	11710.725594575	5025.92129343137	1421.35937278844
gbgene55	239.30221858148	312.494478382826	119.344831078326	212.658302535307	247.642127275882	249.029894444223	125.648032335784	174.630467263276
gbgene56	1342.0127505017	1495.22674466719	2054.64061184446	1343.19354723882	2167.7658677483	2997.20751130585	1328.06162662793	408.20792769559
gbgene57	3481.69956294166	7042.33337148807	12142.6204932332	11830.6941034958	16583.6481560303	20467.2234565808	10451.6317806584	2805.14003743161
gbgene58	7088.95893192916	9687.32882986761	10578.7258267828	6814.31169428354	9295.55231368889	16931.5045999285	7078.93399147546	3368.82065961054
gbgene59	262.937005601874	441.711604465176	354.215458640472	275.699301310596	427.092944142462	800.182351183721	313.739329226322	27.9998217552932
gbgene60	1119.69803509112	348.095115160616	5442.12429717167	3177.26633827455	3672.76005186935	6961.46004418444	3588.20320221949	831.15260368344
gbgene61	33146.3116219126	56504.8032768676	51007.9808028766	48480.2091514977	57462.5442382374	81484.6040399726	50184.5856181385	16687.8937661547
gbgene62	535.475643430782	1003.41054029253	3110.60367722549	1748.33703270134	1940.46149971729	4922.44877647616	2563.21985965	226.945923700797
gbgene63	1466.09538235876	788.488177522911	668.331054038627	337.05920678521	447.430703387342	683.88412636713	274.90266468617	265.261469260672
gbgene64	42.8380514744625	40.8748051893148	14.3213797293991	18.492026307418	13.1597265702159	1.26411113931078	7.6150322627748	13.9999108776466
gbgene66	0.738587094387285	3.95562630864337	2.86427594587983	2.52163995101155	0	1.26411113931078	2.28450967883244	3.68418707306489
gbgene67	28920.8548549229	29441.7266152326	7309.63221388532	12286.2703879786	15183.931784471	8.84877797517543	14505.8749573597	14808.9583588917
gbgene68	7772.1519942374	8342.41588492886	2776.43815020618	3278.97248296535	5284.22838733125	0	5245.99572582556	5238.17718048367
gbgene69	6331.9071601822	5851.68985258642	1233.54817402558	3105.81987299589	3723.006280592	2.52822227862155	2870.10565983982	3143.34841073897
gbgene70	7017.3159837736	6922.34604012589	1878.96502049717	3114.22533949926	3975.43376298432	2.52822227862155	3516.6218989494	3972.29050217857
gbgene71	482.297372634897	366.554704600952	236.780144859399	514.414550006356	669.949716301902	0	599.303039080377	573.259508568898
gbgene72	188.339709068758	94.9350314074408	100.249658105794	347.986313239594	228.500706810113	1.26411113931078	287.848219532888	210.735500579312
gbman.GBUE020957-PA.1	16.9875031709076	11.8668789259301	34.3713113505579	35.3029593141617	21.5340980239897	42.9797787365664	41.1211742189839	26.5261469260672
gbgene75	1117.48227380796	1007.36616660118	428.686633233348	1101.95665859205	768.049496188966	0	839.938058584061	983.677948508327
gbgene76	91.5847997040234	218.877989078266	178.539867293176	192.485182927215	49.0498899435321	475.305788380852	81.4808452116904	76.6310911197498
gbgene77	3544.47946596458	2854.64365273763	1667.96335915069	3326.88364203457	3041.09317649899	163.07033697109	3065.81198899314	2494.93148587955
gbgene78	11884.6049357858	13290.9043970417	4264.90688341506	6658.81056397116	9205.8269052556	227.54000507594	8110.77086308144	10197.8298182436
gbgene79	3274.15658941883	2746.52320030138	3028.49443344361	2995.70826180172	3287.53896499576	3815.08741843992	3099.31813094934	3507.34609355778
gbgene80	24.3733741147804	104.164826127609	14.3213797293991	6.72437320269746	15.552404128437	16.4334448110401	6.09202581021984	4.42102448767787
gbgene81	1774.08620071826	1402.92879746551	660.692984849614	1487.76757109681	1094.64998288614	347.630563310463	1599.15677518271	947.572915192291
gbgene82	272.538637828908	381.058667732644	207.182626751974	372.362166099372	195.003220995018	84.695446333822	301.555277605882	288.103429113675
gbgene85	19.9418515484567	60.6529367325316	23.8689662156652	3.36218660134873	14.3560653493265	7.58466683586466	23.6066000146019	30.9471714137451
gbgene86	6.64728384948557	3.95562630864337	28.6427594587983	6.72437320269746	11.9633877911054	17.6975559503509	9.13803871532976	8.84204897535575
gbgene87	186.123947785596	294.03488894249	72.5616572956223	287.466954415316	150.738686167928	367.856341539436	357.145013124138	400.839553549461
gbgene88	56.1326191734337	134.491294493874	26.7332421615451	121.038717648554	41.8718572688689	59.4132235476065	134.024567824837	77.3679285343628
gbgene89	0	0	0.95475864862661	4.20273325168591	3.58901633733162	1.26411113931078	0	3.68418707306489
gbgene90	13.2945676989711	101.527741921846	14.3213797293991	41.1867858665219	14.3560653493265	56.8850012689849	13.7070580729946	78.1047659489758
gbgene91	5.170109660711	0	0	21.0136662584296	3.58901633733162	0	10.6610451678847	0
gbgene92	4.43152256632371	0	3.81903459450644	0.840546650337183	1.19633877911054	2.52822227862155	0.76150322627748	0.736837414612979
gbgene93	1.47717418877457	5.27416841152449	1.90951729725322	0	5.98169389555269	3.79233341793233	1.52300645255496	3.68418707306489
gbgene94	105.617954497382	43.511889395077	9.54758648626609	11.7676531047206	13.1597265702159	11.377000253797	28.1756193722668	14.7367482922596
gbgene95	110.788064158093	105.48336823049	284.51807729073	187.441903025192	186.628849541244	252.822227862155	201.798354963532	225.472248871572
gbgene96	7282.46875065863	6075.84201007621	3605.16865721408	5097.91543429501	5708.92865391549	1538.42325654121	5115.01717090583	6090.69806919088
gbgene97	210.497321900376	225.470699592672	242.508696751159	307.640074023409	272.765241637203	441.174787619461	252.819071124123	224.735411456959
gbgene98	3517.15174347225	2167.68321713656	1487.51397456026	2296.37344872118	3567.48223930763	961.988577015501	3127.49375032161	2923.03402376969
gbgene99	3835.48278115317	2184.82426447402	5166.19904771858	4966.79015684241	4093.87130211626	3670.97874855849	5035.82083537298	4456.3926835793
gbgene100	163.966334953977	131.854210288112	152.761383780258	156.341676962716	128.008249364828	155.485670135225	129.455548467172	121.578173411142
gbgene102	13298.2606344431	15127.6335463551	13940.4310285971	10231.1338279042	13200.4020887057	18970.5158676368	11823.8605944104	13205.6001446938
gbgene103	2.95434837754914	3.95562630864337	9.54758648626609	0	1.19633877911054	1.26411113931078	14.4685612992721	2.94734965845192
gbgene104	11.8173935101966	1.31854210288112	5.72855189175966	4.20273325168591	7.17803267466323	1.26411113931078	9.89954194160724	8.84204897535575
gbgene106	982.320835535089	643.448546205988	649.235881066095	954.020448132702	756.086108397861	269.255672673195	909.234852175312	879.047035633284
gbgene107	985.275183912638	702.782940835638	600.543189986137	583.339375334005	705.839879675218	798.918240044411	625.955652000089	766.310911197498
gbgene109	218.621779938636	267.664046884868	330.346492424807	477.43049739152	430.681960479794	183.296115200063	449.286903503713	448.733985499304
gbgene110	210.497321900376	300.627599456896	103.113934051674	190.80408962654	175.861800529249	26.5463339255263	159.915677518271	123.78868565498
gbgene111	845.682223073441	685.641893498184	939.482510248584	1087.66736553631	1010.90626834841	931.649909672042	1091.23412325563	1072.09843826188
gbgene112	1347.9214472568	996.817829778128	696.973813497425	1644.10924805953	1333.91773870825	115.034113677281	1433.14907185422	1416.93834830076
gbgene113	121.128283479515	502.364541197708	95.475864862661	308.480620673746	135.186282039491	1.26411113931078	175.14574204382	142.209621020305
gbgene114	704.61208804547	741.020661819191	510.795877015236	771.621825009534	656.789989731686	475.305788380852	600.064542306655	606.417192226482
gbgene115	526.612598298134	963.8542772061	2368.75620724262	1840.79716423843	765.656818630745	3155.2214037197	1130.07078779578	1705.04177741443
gbgene117	6.64728384948557	9.22979472016786	26.7332421615451	27.738039461127	5.98169389555269	41.7156675972556	15.9915677518271	14.7367482922596
gbman.GBUE020959-PA.1	53.9168578902718	42.1933472921959	5.72855189175966	38.6651459155104	33.4974858150951	1.26411113931078	9.89954194160724	14.7367482922596
gbgene119	527.351185392522	388.969920349931	586.221810256738	695.13207982885	668.753377522791	281.896784066303	627.478658452644	699.99554388233
gbgene120	497.069114522643	639.492919897344	555.669533500687	390.013645756453	509.64031990109	338.781785335288	318.308348583987	636.627526225614
gbgene121	20613.9658043491	21347.1966456454	6738.68654200661	11815.5642637898	13696.8826820366	2671.06683736367	13724.572647199	13308.020545325
gbgene122	590.131088415441	921.660929913904	587.176568905365	761.535265205487	552.708515949069	1229.98013854939	574.934935839498	616.732916031063
gbgene123	1990.49221937373	1915.84167548627	14.3213797293991	26.8974928107898	32.3011470359845	5.0564445572431	47.2132000292038	5.89469931690383
gbgene124	13974.0678258074	13499.2340492969	1450.27838726382	1140.62180450756	1463.12232685219	2897.3427313003	1366.1367879418	1227.57113274522
gbgene125	31626.2993816635	33069.0359402585	10674.2016916455	14860.0242313111	16341.98772265	7.58466683586466	17343.9974816959	18431.2510891291
gbgene126	87.1532771376996	71.2012735555806	95.475864862661	57.9977188732656	102.885135003506	159.278003553158	77.673329080303	65.5785299005551
gbgene127	2.95434837754914	2.63708420576224	11.4571037835193	26.8974928107898	21.5340980239897	0	29.6986258248217	19.8946101945504
gbgene128	1573.19051104492	1443.80360265483	1985.89798914335	1650.83362126223	1605.48664156634	2762.08283939405	1585.44971710971	2038.82912623411
gbgene129	1219.40729283341	890.015919444758	747.576021874635	1307.89058792466	1280.08249364828	438.646565340839	1378.32083956224	1356.51768030249
gbgene130	53.1782707958845	108.120452436252	405.772425666309	177.355343221146	71.7803267466323	307.179006852519	115.748490394177	249.051046139187
gbgene131	206.065799334053	1675.86701276191	3490.59761937888	493.400883747926	72.9766655257429	367.856341539436	190.37580656937	566.627971837381
gbgene132	347.874521456411	429.844725539246	24.8237248642918	46.230065768545	130.400926923049	45.5080010151879	125.648032335784	47.1575945352307
gbgene133	7986.34225160971	7779.39840699862	2833.72366912378	4159.86537251872	4294.85621700683	5.0564445572431	4513.42962214663	4807.12729293507
gbgene134	435.766385688498	1816.95101777019	7258.07524685949	11457.4913907461	3778.03786443108	24379.6474327476	5162.99187416132	3371.76800926899
gbgene135	6630.29634631466	10208.1529605056	33516.8023600371	46821.8106103824	33596.7819337613	107374.864284197	35411.4230283554	25583.7318727772
gbgene136	80.5059932882141	71.2012735555806	176.630349995923	54.6355322719169	26.3194531404319	131.467558488321	64.7277742335858	80.3152781928147
gbgene137	9842.41161980496	10064.4318712916	3538.33555181021	6021.67620301558	7484.29540211553	289.481450902168	7040.85883016158	6875.42991575371
gbgene138	1.47717418877457	0	1.90951729725322	4.20273325168591	1.19633877911054	0	7.6150322627748	0.736837414612979
gbgene139	224.530476693735	172.729015477427	202.408833508841	172.312063319122	235.678739484776	182.032004060752	313.739329226322	270.419331162963
gbgene140	0.738587094387285	0	0	1.68109330067437	0	0	1.52300645255496	0
gbgene141	12060.38866425	13635.0438858937	4976.20207664189	7183.31167378156	9857.83153987084	6.32055569655388	9044.37381849763	9519.20255938507
gbgene142	5885.80055517228	5736.97668963576	6945.86916875858	5023.106782415	6084.5790305562	9388.55343166114	5763.81791969425	6801.0093368778
gbgene143	2.21576128316186	3.95562630864337	2.86427594587983	5.88382655236028	0	8.84877797517543	2.28450967883244	0
gbgene144	1.47717418877457	2.63708420576224	1.90951729725322	0	0	7.58466683586466	0	0.736837414612979
gbgene145	162.489160765203	216.240904872504	317.934629992661	247.120715199132	228.500706810113	767.315461561641	291.655735664275	174.630467263276
gbgene146	1250.42795079767	1044.28534548185	863.101818358455	1134.7379779552	916.395504798673	235.124671911804	1082.85758776658	1015.36195733668
gbgene147	390.712572930874	366.554704600952	344.667872154206	290.829141016665	382.828409315372	472.77756610223	343.437955051144	361.787170574973
gbgene148	194.248405823856	94.9350314074408	135.575728104979	179.876983172157	204.573931227902	34.131000761391	224.643451751857	165.78841828792
gbgene149	3.69293547193643	2.63708420576224	2.86427594587983	3.36218660134873	4.78535511644216	2.52822227862155	0.76150322627748	5.15786190229085
gbgene150	237.086457298319	307.220309971301	351.351182694592	275.699301310596	215.340980239897	334.989451917356	365.521548613191	304.31385223516
gbgene151	40.6222901913007	21.096673646098	19.0951729725322	16.8109330067437	21.5340980239897	56.8850012689849	9.13803871532976	17.6840979507115
gbgene152	0	0	1.90951729725322	4.20273325168591	0	0	3.04601290510992	0.736837414612979
gbgene153	2.95434837754914	6.59271051440561	20.0499316211588	11.7676531047206	4.78535511644216	12.6411113931078	7.6150322627748	2.94734965845192
gbgene154	26736.8528168197	22072.39480223	8731.26784169034	12284.5892946779	13885.904209136	12.6411113931078	14294.1770604546	15609.900628576
gbgene155	23.6347870203931	5.27416841152449	1.90951729725322	1.68109330067437	7.17803267466323	1.26411113931078	6.85352903649732	11.7893986338077
gbman.GBUE021016-PA.1	2024.46722571555	2051.65151208303	1022.5465126791	2081.19350623486	1819.63128302713	400.723231161516	1855.78336243822	1698.41024068292
gbgene157	4721.78729441791	3161.86396270893	1729.06791266279	4680.16374907743	4413.29375613878	396.930897743584	3722.9892732706	3485.24097111939
gbgene158	532.521295053233	431.163267642127	752.349815117768	746.405425499418	540.745128157964	437.382454201529	738.658129489156	697.048194223878
gbgene159	1953.56286465437	1789.26163360968	2289.51123940661	2417.41216636974	2837.7155840502	2504.20416697465	2532.7597305989	2749.14039392102
gbgene160	8012.93138700766	6761.48390357439	7489.12683982712	8191.96765418618	6896.89306157226	7397.57838724666	7197.72849477474	6473.11668737502
gbgene161	457.923998520117	340.183862543329	324.617940533047	332.015926883187	372.061360303378	367.856341539436	328.207890525594	350.734609355778
gbgene162	78.2902320050522	54.060226218126	161.354211617897	79.8519317820324	44.2645348270899	164.334448110401	98.233916189795	79.5784407782017
gbgene163	118.173935101966	64.608563041175	50.6022083772103	131.1252774526	87.3327308750693	5.0564445572431	99.7569226423499	77.3679285343628
gbgene164	158.796225293266	59.3343946296505	109.79724459206	121.879264298891	817.099386132498	15.1693336717293	175.907245270098	863.573449926411
gbgene165	322.023973152856	356.006367777903	255.875317831931	289.148047715991	284.728629428308	126.411113931078	414.257755094949	341.155722965809
gbgene166	7580.85793679109	10690.7393701601	5393.43160609172	6584.00191209115	2965.72383341503	3.79233341793233	6293.82416518338	6115.01370387311
gbgene167	3.69293547193643	17.1410473374546	1.90951729725322	10.0865598040462	3.58901633733162	3.79233341793233	10.6610451678847	5.15786190229085
gbgene168	8.12445803826014	17.1410473374546	17.185655675279	15.1298397060693	10.7670490119948	10.1128891144862	20.560587109492	17.6840979507115
gbgene170	7.38587094387285	3.95562630864337	1.90951729725322	6.72437320269746	11.9633877911054	17.6975559503509	29.6986258248217	5.15786190229085
gbgene171	9.60163222703471	2.63708420576224	0.95475864862661	0.840546650337183	16.7487429075475	25.2822227862155	40.3596709927065	6.63153673151681
gbgene172	86.4146900433124	196.462773329287	110.752003240687	88.2573982854042	86.1363920959588	56.8850012689849	122.602019430674	92.1046768266224
gbgene173	293.957663566139	344.139488851973	262.558628372318	210.136662584296	218.929996577229	506.908566863621	268.810638875951	289.577103942901
gbgene174	11.0788064158093	11.8668789259301	12.4118624321459	21.0136662584296	5.98169389555269	20.2257782289724	11.4225483941622	18.4209353653245
gbgene175	0	0	0	0	3.58901633733162	0	0.76150322627748	0
gbgene176	4132.39479309686	3155.27125219453	1823.58901887682	3940.48269678071	4209.91616368999	64.4696681048496	3737.45783456987	3460.92533643716
gbgene177	1902.60035514165	1238.11103460537	1384.40004050858	1814.74021807798	1863.89581785422	1945.46704339928	1471.98573639437	1440.51714556837
gbgene178	220.098954127411	420.614930819078	336.075044316567	225.266502290365	196.199559774128	227.54000507594	333.538413109536	344.103072624261
gbgene179	112.265238346867	61.9714788354127	21.0046902697854	67.2437320269746	128.008249364828	113.77000253797	17.514574204382	81.7889530220407
gbgene180	31.020657964266	9.22979472016786	13.3666210807725	33.6218660134873	16.7487429075475	26.5463339255263	31.9831355036542	24.3156346822283
gbgene181	6041.64243208799	5156.81816436807	2017.40502454803	3235.26405714782	3737.36234594132	297.066117738032	3994.84592505166	3929.55393213102
gbgene182	834.603416657632	743.657746024953	1252.64334699811	1091.02955213766	892.468729216462	1424.65325400324	1037.16739418993	1119.99287021173
gbgene183	4730.65033955056	5047.37916982894	1204.90541456678	2079.51241293419	2781.487661432	2.52822227862155	2439.09483376677	2570.08890217007
gbgene184	1506.71767255006	1430.61818162602	1235.45769132283	1014.53980695698	1119.77309724746	1621.85459173573	1157.48490394177	1193.67661167303
gbgene185	2980.1989258527	2122.85278563861	1050.23451348927	2082.0340528852	1915.33838535597	123.882891652456	1685.20663975206	1866.40917121468
gbgene186	920.279519606557	647.404172514631	554.71477485206	669.075133668397	717.803267466323	683.88412636713	634.332187489141	775.889797587467
gbgene187	911.41647447391	634.21875148582	994.858511868927	685.045520024804	872.130969971583	859.595574731328	763.787735956313	930.625654656192
gbgene188	50.2239224183354	25.0522999547413	23.8689662156652	27.738039461127	45.4608736062005	46.7721121544987	44.1671871240939	34.63135848681
gbgene189	1943.96123242733	2001.54691217354	2160.61882184202	1909.72198956608	2328.07526414911	3233.59629435697	2033.97511738715	2419.77406958902
gbgene190	932.835500211141	677.730640880897	711.295193226824	1007.81543375428	1226.2472485883	796.390017765789	961.01707156218	879.783873047897
gbgene191	2347.96837305718	1973.85752801304	1862.73412347052	2275.35978246275	2314.91553757889	1073.23035727485	2448.99437570838	2411.66885802828
gbgene192	34.7135934362024	32.9635525720281	40.0998632423176	27.738039461127	22.7304368031002	30.3386673434586	19.037580656937	69.999554388233
gbgene193	844.943635979054	904.51988257645	4668.76979178412	5306.37100357863	4812.8709083617	12239.1240508069	4783.76326747513	1447.8855197145
gbgene194	353.044631117122	340.183862543329	384.767735396524	467.343937587474	458.197752399336	332.461229638734	415.780761547504	400.839553549461
gbgene195	1353.09155691751	520.824130638043	464.012703232532	621.163974599178	576.63529153128	508.172678002932	540.667290657011	666.837860224746
gbgene196	83.4603416657632	145.039631316923	109.79724459206	123.560357599566	107.670490119948	103.657113423484	109.656464583957	111.999287021173
gbgene197	169.136444614688	192.507147020644	172.811315401416	111.792704494845	148.346008609707	240.181116469047	159.915677518271	165.051580873307
gbgene198	72.3815352499539	93.6164893045597	18.1404143239056	48.7517057195566	33.4974858150951	0	18.2760774306595	51.5786190229085
gbgene199	2604.25809480957	2701.69276880342	1069.3296864618	1027.98855336237	3255.23781795978	4128.586980989	2539.6132596354	1579.77941693023
gbman.GBUE021145-PA.1	0	5.27416841152449	1.90951729725322	0	1.19633877911054	0	0	1.47367482922596
gbgene200	883.350164887193	717.28690396733	1007.27037430107	855.676490043252	814.706708574277	1147.81291449418	961.01707156218	853.25772612183
gbgene201	132.945676989711	138.446920802518	389.541528639657	316.886087177118	99.2961186661747	188.352559757306	130.978554919727	357.366146087295
gbgene202	296.173424849301	213.603820666742	310.296560803648	342.943033337571	356.508956174941	299.594340016654	351.052987313918	310.945388966677
gbgene203	7393.25681481672	6982.99897685842	19384.4648430661	14335.5231215006	11739.6724394117	22120.6808267993	11270.2477489067	13180.547672597
gbgene204	313.899515114596	299.309057354015	324.617940533047	444.64917802837	429.485621700683	289.481450902168	431.010826073054	424.418350817076
gbgene205	33.9750063418151	126.580041876588	63.0140708093562	38.6651459155104	50.2462287226426	63.2055569655388	62.4432645547534	75.8942537051368
gbgene206	7295.02473126321	6926.30166643454	3043.77057182163	4464.98380659111	5329.68926093745	1.26411113931078	4830.21496427806	5063.54671322039
gbgene207	111.52665125248	23.7337578518602	92.6115889167811	69.7653719779861	68.1913104093007	89.7518908910651	83.0038516642454	83.9994652658796
gbgene208	505.193572560903	233.381952209959	174.72083269867	305.958980722734	390.006441990036	34.131000761391	371.61357442341	320.524275356646
gbgene209	1019.25019025445	334.909694131805	1049.27975484064	1678.57166072335	1099.43533800259	848.218574477531	1114.84072327023	1128.09808177247
gbgene210	160.273399482041	104.164826127609	127.937658915966	121.038717648554	137.578959597712	54.3567789903634	127.171038788339	202.630289018569
gbgene211	294.696250660527	295.353431045371	353.260699991846	265.61274150655	319.422454022514	415.892564833245	287.08671630661	358.102983501908
gbgene212	45.0538127576244	5.27416841152449	430.596150530601	198.369009479575	770.442173747187	921.537020557556	981.577658671672	452.418172572369
gbgene213	1913.67916155746	2366.78307467161	3473.41196370361	3729.50548754608	4674.09560998488	8485.97807819324	3490.73078925597	2881.03429113675
gbgene214	124.082631857064	77.7939840699862	73.5164159442489	61.3599054746143	61.0132777346375	41.7156675972556	70.0582968175282	53.0522938521345
gbgene215	5.90869675509828	18.4595894403357	13.3666210807725	8.40546650337183	7.17803267466323	13.9052225324185	6.85352903649732	10.3157238045817
gbgene216	448.322366293082	618.396246251246	548.9862229603	349.667406540268	350.527262279388	1707.81414920886	535.336768073069	271.893005992189
gbgene217	517.749553165487	1123.39787165472	175.675591347296	67.2437320269746	698.661847000555	350.158785589085	515.537684189854	251.998395797639
gbgene219	14.0331547933584	2.63708420576224	0	0	2.39267755822108	0	0.76150322627748	2.21051224383894
gbman.GBUE007096-PA.1	223.791889599347	166.136304963021	113.616279186567	226.107048940702	360.097972512272	163.07033697109	303.839787284715	247.577371309961
gbgene221	936.528435683078	725.198156584617	891.744577817253	1016.22090025765	1114.98774213102	355.215230146328	1219.16666527025	1121.46654504095
gbgene222	1923.28079378449	3865.96544564745	533.710084582275	320.248273778467	3017.16640091678	7022.13737887136	2576.92691772299	60.4206679982643
gbgene223	5017.96071926721	4894.42828589473	5097.45642501747	3998.48041565398	3922.79485670346	9158.48520430657	3751.92639586915	2881.77112855136
