Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	12-5	12-6	12-13	12-15	18-1	18-2	18-3	18-8
gbgene18208	37.3915702603621	1.31963472376478	1.16822422624407	1.12960739395682	0.258641694019569	1	3	0	14	83	48	38	67	78
gbgene18218	25.3076436339537	-3.07364489966744	1.23045496912768	-2.49797430770381	0.0124905246086315	1	224	3	6	7	2	5	10	7
gbgene18356	52.6077505299658	-5.15789007988951	1.88423145142549	-2.73739729585099	0.00619274534659746	1	551	0	1	2	1	1	1	11
gbgene18486	911.095237665167	-1.27237884319103	1.28823600903683	-0.987690791334383	0.323304105798798	1	126	18	4930	389	357	901	433	326
gbgene18532	26.6077057504301	-3.67971292053016	1.5007217174139	-2.45196219780919	0.0142079587207105	1	259	1	4	1	4	5	4	2
gbgene18676	15.4382903789793	-2.89896119925806	1.23789599986657	-2.34184551817805	0.0191886554854661	1	4	75	3	5	4	3	5	3
gbgene18854	11.0420613663951	-3.51480905532976	1.65364516887872	-2.12549168435755	0.033545607212586	1	6	56	3	0	1	3	0	3
gbgene18956	1519.89586900359	0.759739059706245	0.684756529178576	1.10950246888134	0.26721347996869	1	1148	698	1611	1436	632	3919	1246	1347
gbgene19095	19.2602788417625	0.295893816172726	1.18563814718316	0.249565026965192	0.802923747322217	1	4	5	60	3	7	6	10	83
gbgene19118	216.717222824641	-1.64172117059699	1.17919057186153	-1.39224414591891	0.163848478741361	1	1518	24	57	126	117	6	153	213
gbgene19168	59.3963496792926	4.28862815499665	1.40196808728909	3.05900554647383	0.00222073038451735	1	12	1	9	5	5	8	5	587
gbgene19243	33.8615663071999	-4.98367932144555	1.54074499927166	-3.23459061934417	0.00121817256814932	1	340	4	3	4	0	3	4	2
gbgene19297	15.6908583856999	3.24075147602121	1.53010835282136	2.11798822615772	0.0341760648283167	1	8	4	0	1	87	4	1	5
gbgene19351	44.3953065957713	0.483516582230079	1.23519175608261	0.391450622827619	0.695464179837675	1	66	23	42	34	3	153	11	3
gbgene19367	28.9950069945681	-5.15771967218368	1.63024857538616	-3.16376272309391	0.00155743712586567	1	11	162	3	1	1	3	2	0
gbgene19448	406.510651170947	1.64623369633569	1.36855002243961	1.20290356168426	0.229013641908718	1	241	394	74	23	69	1819	35	79
gbgene19491	10.8332963604197	-6.94223022913762	2.88864893894953	-2.4032793101062	0.0162487713656518	1	112	3	0	0	0	0	0	0
gbgene19670	130.2967001425	-3.20009882884169	1.26714578091065	-2.52543856993463	0.0115553981737248	1	88	646	7	20	25	5	42	46
gbgene19678	16.0296877350408	0.00990901576876631	1.4671762038169	0.00675380076570744	0.994611287608965	1	0	0	7	68	12	10	25	25
gbgene19723	24.089736021338	0.00385093193361084	2.56260906349842	0.00150273874718668	0.998800988405972	1	0	73	0	0	7	68	0	3
gbgene19790	12.1651688280362	5.79428611811804	3.19399986649833	1.81411595501113	0.0696598756895182	1	0	0	0	2	80	0	0	0
gbgene19859	25.7987249468646	-0.313444379391726	1.97165980468932	-0.158974879259719	0.873688665556943	1	152	0	2	0	68	1	4	9
gbgene19924	177.007089533153	3.91537103336235	1.29204765666152	3.03036115825569	0.00244261462897002	1	79	1	9	23	47	913	28	133
gbgene20196	9.4133752077871	0.032952185900241	3.24257349086494	0.0101623559167047	0.991891752674068	1	0	0	39	0	0	0	50	0
gbgene1976	7.29229124587963	-5.63234232307832	3.11620400195032	-1.80743697124875	0.0706941737849973	NA	78	0	0	0	0	0	0	1
gbgene2688	8.07682941490961	-6.51356450143753	3.38796388516366	-1.92256019314766	0.0545353072806728	NA	0	49	0	0	0	0	0	0
gbgene5896	6.16780699570683	3.05802229526838	1.93892485823441	1.57717421708287	0.114755443816563	NA	2	3	0	0	0	33	1	2
gbgene6189	4.52305746958653	3.2647812407713	2.56061370137013	1.27499952024172	0.202309411800947	NA	0	0	0	4	2	0	40	0
gbgene6469	4.38901402409569	-4.23811029791529	2.45464674319807	-1.72656628073236	0.0842455860875674	NA	41	0	0	4	0	0	0	2
gbgene6757	7.77715456330528	-0.335736710730094	1.43514927941294	-0.233938528588071	0.815032701500759	NA	21	4	6	10	0	0	2	35
gbgene6802	5.41951704650161	-3.50723426975997	2.66251792822481	-1.3172622173096	0.187750745194911	NA	54	0	0	0	1	0	3	0
gbgene6859	5.50345827722214	-5.20581923067478	3.12598343121812	-1.66533807527131	0.0958453262794337	NA	58	0	0	0	1	0	0	0
gbgene7150	6.42709629454942	2.83870069185434	2.16650825398103	1.31026534823402	0.19010608560267	NA	0	5	0	0	0	3	52	2
gbgene7788	5.32822656765926	4.33710254086987	2.64795930955027	1.6379037718697	0.101441769022091	NA	0	0	2	0	33	1	0	0
gbgene9218	6.21762561664836	-1.87609637881434	2.78909875492312	-0.672653263174274	0.501167907636243	NA	51	1	0	0	9	0	0	0
gbgene9579	3.99598803069393	-4.09853486010829	2.59439557814917	-1.57976481868357	0.114160735262173	NA	40	0	1	0	0	0	0	2
gbgene9861	5.64948647889585	-4.57704670304669	2.58224074499358	-1.77250967475462	0.0763099907535444	NA	2	32	0	0	0	0	2	0
gbgene9987	8.38684549565336	-1.09835265462404	1.62525506831083	-0.675803248388318	0.499165572014067	NA	60	1	0	0	6	3	8	6
gbgene13344	5.22213275509825	-5.89118063450623	2.92241032644098	-2.01586361135013	0.0438142396158345	NA	53	2	0	0	0	0	0	0
gbgene14976	6.07582134891287	6.13736530631446	3.38960578107438	1.81064280117234	0.070196162245745	NA	0	0	0	0	0	0	0	66
gbgene15452	4.53960087175821	4.94896981403835	3.17766600623	1.55742290232378	0.119370112121219	NA	0	0	1	0	0	28	0	0
gbgene15764	7.07707108586936	1.20220339013398	2.22152775762145	0.541160643169797	0.588396862073191	NA	0	0	3	17	0	0	48	4
gbgene17470	7.04339469871653	-1.75687376475152	1.43642707461754	-1.22308594414325	0.221297236924622	NA	1	2	42	0	3	2	4	5
gbgene17788	5.16903851546985	-4.47688273990151	2.03179885734625	-2.2034084347054	0.0275659742354632	NA	48	0	2	3	0	0	0	2
gbgene17861	2.85455323012104	3.14230958595508	3.24527389992787	0.96827253503161	0.332908277596161	NA	3	0	0	0	0	0	0	28
gbgene19206	4.78203549432367	5.78585356133111	3.39132329477723	1.70607549278524	0.0879940248009397	NA	0	0	0	0	32	0	0	0
gbgene19791	7.43863129054001	2.24276517283065	1.62689463218989	1.37855588705936	0.168031725449518	NA	3	3	0	5	38	0	1	4
gbgene19916	4.69140380629865	-4.98600922326706	2.50367499654041	-1.99147622201634	0.0464285568080517	NA	2	0	0	42	0	0	1	0
