Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gbgene7690	10522.2661812233	-3.7993284853635	0.967883058245314	-5.85066705469967	4.89605429946265e-09	6.59547474680613e-05
gbman.GBUE014232-PA.1	15099.0274567587	-4.84301709779793	0.89709950674768	-5.81413788586807	6.09471628284107e-09	8.21019230461521e-05
gbman.GBUE007232-PA.1	1456.02712597547	-4.30884612999895	0.952409533148414	-5.81326415366274	6.12662676028849e-09	8.25317890878462e-05
gbgene19926	2432.21566699557	-3.53204719837034	0.97326488242311	-5.80910332020451	6.28083213491535e-09	8.46090896894447e-05
gbman.GBUE017917-PA.1	3310.22947728642	-4.22692641805339	0.954958528718343	-5.79260275130393	6.93038987891575e-09	9.3359282058874e-05
gbgene16058	1106.57107154202	-4.62108420399604	0.811067675933439	-5.78024129913639	7.45935595182626e-09	0.000100484984027052
gbman.GBUE006394-PA.1	3022.42386496979	-4.43781381069841	0.944611918418172	-5.75149846141656	8.84558863044923e-09	0.000119158924440782
gbgene17382	6746.52729109594	-4.79709808843381	0.899727085603013	-5.7506594779931	8.88960037134803e-09	0.000119751806602429
gbman.GBUE008534-PA.1	19.4343519355816	-3.49221416992461	0.587960385303648	-5.73574086568711	9.70870067406081e-09	0.000130785906780273
gbgene2781	99.2023873752127	4.1462286320434	0.724052334462805	5.68447839173369	1.31212510618663e-08	0.000176756373054401
gbgene7679	878.337557370352	-4.3002539331894	0.950637099249793	-5.62038386680886	1.90533633611525e-08	0.000256667857838085
gbgene14859	20037.956568542	-4.20341102594865	0.953477025863716	-5.61451060989187	1.97119334711106e-08	0.000265539455789331
gbman.GBUE020645-PA.1	365.525237299786	-4.76406371089197	0.893023366769202	-5.6078394487977	2.04867934423873e-08	0.000275977594462399
gbgene2001	6807.41343616115	-4.46949416184523	0.938074178022905	-5.60697913969002	2.05888464539787e-08	0.000277352350581548
gbgene7675	33629.4313044846	-3.87911108296077	0.964799556380741	-5.60253701469491	2.11236908211487e-08	0.000284557239051694
gbgene7682	695.775315688895	-3.50476718976373	0.973790566709387	-5.58214322752435	2.37572600943693e-08	0.000320034050731248
gbgene15700	1434.59507892738	-4.6116726663036	0.862935829433409	-5.52428012537935	3.30839258721291e-08	0.000445673565423451
gbgene5758	2831.65878608821	-4.06511710235493	0.958167370694902	-5.50457700419225	3.70055689438664e-08	0.000498502019242824
gbgene9598	445.448233551348	2.40688435583548	0.438891040363097	5.48262312773908	4.19065137244564e-08	0.000564522646382152
gbgene13820	3880.51289863712	-4.39920485525279	0.939019318672076	-5.48129335988463	4.22227684280072e-08	0.000568782913493685
gbgene7691	1257.20797036111	-3.07793157016385	0.97848350368239	-5.46788061717284	4.55448455110227e-08	0.000613534613878987
gbman.GBUE008953-PA.1	11141.7733090326	-4.29827613692569	0.945453467541684	-5.46004921723462	4.76002608084222e-08	0.000641223113350256
gbgene15836	1020.61671553813	-4.45649884161728	0.933670137085112	-5.44566674705405	5.16116871528066e-08	0.000695261037635458
gbgene15698	2101.07291212957	-4.43772375601463	0.830977378544387	-5.44379330554772	5.2157738634927e-08	0.000702616897151102
gbman.GBUE017918-PA.1	6942.05239528944	-4.4780216772742	0.925078825598974	-5.40413657455469	6.51213132169403e-08	0.000877249210345403
gbgene14860	21008.7408248859	-3.74228592482025	0.967503102700073	-5.39884473330195	6.70713879321934e-08	0.000903518666834577
gbgene5882	205.652417664118	4.33676076378426	0.81454189823711	5.3595846326819	8.34135108890927e-08	0.00112366340518697
gbman.GBUE005903-PA.1	436.193451510645	-3.83434564439182	0.96574902048224	-5.31829752656332	1.04742691551676e-07	0.00141098879789263
gbgene5396	16.1168404606063	2.60617609987727	0.483108456569678	5.31045227113598	1.09353520840313e-07	0.00147310127923986
gbgene5691	1008.41980905326	-4.2700499419827	0.942836736772054	-5.2826354303621	1.27338635951787e-07	0.00171537876490652
gbgene7680	1173.84931605055	-3.73205967837719	0.967026242722887	-5.20992245691447	1.88919572780184e-07	0.00254493556492186
gbgene2760	25.1521775245114	-4.74853384985245	0.922268881706783	-5.15649701134558	2.51612497249163e-07	0.00338947195044347
gbgene6727	1449.37972193598	-4.04308867290547	0.953279044761883	-5.13588517962872	2.80819080275785e-07	0.0037829138303951
gbman.GBUE000838-PA.1	915.015252864865	-4.05994142287135	0.952055645720928	-5.11431860649287	3.14875504312854e-07	0.00424168791859846
gbgene9480	1457.18167630604	-4.02841358883411	0.95357279731124	-5.11271077333231	3.17568335380352e-07	0.00427796304590872
gbgene4712	785.942065687507	-4.14159474943744	0.945489237789773	-5.08278760171213	3.71935532155993e-07	0.00501034355367338
gbgene2840	440.975242735816	-4.33846069273315	0.91276435273596	-5.07561761447961	3.86239352095051e-07	0.00520303031207244
gbgene4691	290.74659102842	-4.13840085959341	0.948330438931751	-5.05552046577127	4.29218594493684e-07	0.00578200368642442
gbman.GBUE001961-PA.1	5616.34911509673	-4.05064972901322	0.94995997492348	-5.05514494784922	4.30064012477028e-07	0.00579339231207804
gbman.GBUE000613-PA.1	11612.3814614302	-4.24012444622674	0.924462188249212	-5.02401756791449	5.06016053921167e-07	0.00681654226237204
gbgene11592	1301.30391571589	2.32042309163521	0.462493286608952	5.01698258903659	5.24893224543301e-07	0.0070708366278228
gbgene14914	36.3481070818882	2.97653895221461	0.590945529286848	4.99788164664735	5.79635409312971e-07	0.00780826859885504
gbgene6556	276.704688600132	-3.99124773622068	0.806298033937006	-4.98640752957921	6.15123261304436e-07	0.00828632545303206
gbgene883	135.764437148795	3.09428117848639	0.619886170429192	4.9815493950296	6.30771784056506e-07	0.00849712670302519
gbgene10127	71.0677079923662	-3.76706560671461	0.75599509525362	-4.95441088320875	7.25497571021364e-07	0.00977317777922879
