Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gbgene646	4876.87643451957	1.4757897088188	0.588906306975097	2.50624711200059	0.0122020308448992	1
gbgene647	945.991217630269	0.019765543581714	0.579100905895925	0.034134370967201	0.972770000378186	1
gbgene649	2956.62943262761	0.909406037025498	0.450641118490626	2.01804149347605	0.0435869400919808	1
gbgene650	159.183865093939	0.212446592173328	0.525617718703081	0.404208134635783	0.686059672376595	1
gbgene653	2975.20057273476	-0.474132526208047	0.872185750621832	-0.54379241277815	0.586584330500881	1
gbgene654	113.514367676707	-0.230190794240784	0.298363363900606	-0.771462262880767	0.44043298212988	1
gbgene655	2891.68734027054	0.100982649525175	0.196849012693601	0.512996816996109	0.607953547235938	1
gbgene656	91.9485655848779	-0.377965839229247	0.393361151631816	-0.960926106091562	0.336589323419764	1
gbgene657	11774.5543366054	-0.639121434567123	0.913004063219021	-0.700819797280578	0.483415481523546	1
gbgene658	10982.663416111	-0.73796655143095	0.874444521714868	-0.844648589647621	0.398307071358103	1
gbgene659	899.506037410276	-0.394657677292512	0.845178334769525	-0.467014162229454	0.64048974565993	1
gbgene660	1512.51364498793	-0.460471742128236	0.844270437096516	-0.545519105770801	0.58539654384037	1
gbgene661	336.057038500574	0.166153231290705	0.253857899156203	0.654524197700594	0.512774142701686	1
gbgene662	1192.02144744928	-0.287871420658329	0.545064264512151	-0.528134659507074	0.597405876227502	1
gbgene663	413.356645122839	0.33058278517444	0.268125319862281	1.23291388716834	0.217607893705771	1
gbgene664	10.5095218318908	-0.14093430269623	0.705529265004216	-0.199784456016098	0.841649158554318	1
gbgene665	722.256789523576	0.161908091164429	0.689731364699992	0.234741128023051	0.81440966394551	1
gbgene666	1755.38664551407	1.27763500724405	0.482178976945656	2.64971736230614	0.00805591330591648	1
gbgene667	155.27275829006	-0.266053434531509	0.592525816915509	-0.449078805894681	0.653374808800349	1
gbgene668	663.572213988978	-0.277428176241239	0.504341397734078	-0.55006363355042	0.582275728870296	1
gbgene670	15.7819578537529	0.803699364452207	0.714951426365045	1.12413660877016	0.260955076846261	1
gbgene671	82.6332836822007	-0.589210940911076	0.776222940425281	-0.759080537168483	0.447804381008828	1
gbgene672	362.148421088059	-0.0619640014191544	0.322212714147412	-0.192310630961118	0.847498891520407	1
gbgene674	1136.8607764851	0.573636248610935	0.68862309532386	0.833077303440204	0.404801133061213	1
gbgene676	14.9223355400493	-0.284747362738211	0.550794475911718	-0.517192660155833	0.60502167524171	1
gbgene678	646.038469806326	0.170486546978931	0.544288333108745	0.313235972621994	0.754101390366262	1
gbgene681	8.35238087895702	-0.286367496529851	0.82973598453259	-0.344599987737806	0.730395115008645	1
gbgene685	266.06391276761	-0.965073459939188	0.380054419713075	-2.53915363400819	0.0111121014420517	1
gbgene686	2087.37862766556	-0.305317607244431	0.547386257287146	-0.557768589019716	0.577002414419821	1
gbgene687	818.188383390604	-0.204292406793352	0.228461632614354	-0.894211639405721	0.371208665822618	1
gbgene688	310.160352972181	-0.525563871589108	0.499423980190122	-1.052333661865	0.292646492810185	1
gbgene689	1177.14923114256	0.270716951821986	0.355657686690352	0.761170951917472	0.446554965951685	1
gbgene690	5984.41777220287	-0.121315889384622	0.650256621786841	-0.186561678967765	0.852004314903895	1
gbgene691	32.4274233219931	-0.346423761878161	0.714941965456925	-0.484356326170498	0.628133007871851	1
gbgene692	58816.9599612973	0.2918450120887	0.40910657471572	0.713375340165225	0.475613528348488	1
gbgene693	175.217047542223	-0.416604413375072	0.374761887331357	-1.11169061757421	0.266271195255142	1
gbgene694	199.947076294733	0.102061483348634	0.304138778761713	0.33557284671165	0.737193002956183	1
gbgene695	323.866808777151	0.0792015657707032	0.221281921069967	0.357922501255925	0.720401311184298	1
gbgene696	495.161921819295	0.0704520414308927	0.262062533755187	0.268837017591784	0.788055105705371	1
gbgene697	1101.04531866147	-0.231451468392846	0.221053693901366	-1.04704106959395	0.29508063677811	1
gbgene698	1645.38681478127	-0.00619981345238976	0.319419684619698	-0.0194079699791447	0.984515652482937	1
gbgene699	50165.2357248359	-0.724455134536737	0.801825211232698	-0.903796054716058	0.366103554137901	1
gbgene700	1228.4970423535	-0.276307978150246	0.641339267131025	-0.430825526907332	0.666595237102771	1
gbgene701	114.384397618965	0.622525992741105	0.693670357930645	0.897582087973052	0.369408391958089	1
gbgene702	1085.15902300656	0.132326781358768	0.337855779861131	0.391669950101701	0.6953020959651	1
gbgene703	192.951760072008	0.562664793162146	0.210176580281108	2.67703488148922	0.00742769016450942	1
gbgene705	2067.775167215	-0.613908405999101	0.865542898827285	-0.709640488252666	0.47792710526032	1
gbgene706	11.666462109893	-1.39461795367173	0.609611190317589	-2.28408663188642	0.0223664400700008	1
gbgene707	229.317865388414	-0.103057795550004	0.350173025743155	-0.294287704860757	0.768538066999464	1
gbgene709	206.436166112476	-0.8793537888342	0.535848958621352	-1.64102557619426	0.10079210616506	1
gbgene712	34.5088745874401	-0.694898340730244	0.675791704509221	-1.02822403456574	0.303844455174937	1
gbgene713	342.58569792896	0.0672697752503338	0.378291052069854	0.177832174811589	0.858854778224629	1
gbgene714	29.3241439497168	0.273645486924632	0.419842901522041	0.651742634392217	0.514567213973215	1
gbgene715	17643.4502432611	0.0946388226744155	0.270929674407419	0.349313441582936	0.726854008356405	1
gbgene717	1439.37851447596	-0.423340896573732	0.46612447156274	-0.908206593763381	0.363769081026776	1
gbgene718	26971.5866994791	-0.56236442718573	0.882248391258036	-0.637769571646667	0.523623689814457	1
gbgene719	72.070529540053	0.0375445001747906	0.580377185403506	0.0646909882823161	0.948420038102793	1
gbgene720	455.341345681241	-0.488699115407557	0.501140094374181	-0.975156207816288	0.329482780934475	1
gbgene721	195.653739366828	0.0171683836270532	0.235192956471468	0.0729969925040884	0.941808510761682	1
gbgene722	530.653172064255	0.227853271507223	0.319789401884733	0.712516616266316	0.476144925725391	1
gbgene723	1213.87617183858	0.650068892541111	0.363146587068877	1.79011010185855	0.0734362131427567	1
gbgene724	990.25019151624	0.355937761331334	0.302264864060254	1.17756638412653	0.238969517933797	1
gbgene725	1611.75865539155	-0.388508293141505	0.824791802722073	-0.471086831391832	0.637578728608385	1
gbgene726	9679.52182596816	-0.324525281781383	0.428580576119186	-0.757206259825031	0.448926300496972	1
gbgene727	926.179704828266	0.196456362257526	0.291680725497573	0.673530845623778	0.500609631848567	1
gbgene728	399.927471809512	-0.0313612721483253	0.367572408049178	-0.0853168410994254	0.932009503087265	1
gbgene729	3056.40821167238	-0.289464021887791	0.837022974329972	-0.345846519685424	0.729458062260496	1
gbman.GBUE000990-PA.1	796.62303640152	0.209739821227198	0.280732923562934	0.747122017735974	0.454989910773044	1
gbgene731	711.185477332955	-0.236505107777683	0.550093468776325	-0.42992733366543	0.66724850148506	1
gbgene732	345.741098994282	-0.116065166827382	0.237992143444367	-0.487673770316509	0.625780933537056	1
gbgene733	315.807333951975	-0.121107313255773	0.284353702123333	-0.425908564587358	0.670174473880455	1
gbgene734	20035.6743449642	0.366720181678402	0.315027585290679	1.16409201888804	0.244386722676086	1
gbgene735	5831.16797453464	0.140462338137619	0.290035118809272	0.484296521884696	0.628175443993789	1
gbgene736	86.4253551277637	0.221068127072806	0.321503178461252	0.687632081560532	0.491684500146212	1
gbgene737	350.331698160456	-0.500547478703032	0.484686405836857	-1.0327411930974	0.301725030559569	1
gbgene738	4266.42429264442	0.313187008498469	0.291526736539043	1.07430212565944	0.282687292645191	1
gbgene739	668.641755668628	0.388392315362667	0.548047003029292	0.708671458415422	0.478528380580954	1
gbgene740	38.6990595452651	0.483759592419326	0.523867050483152	0.92331794099316	0.355841540968928	1
gbgene741	543.029167912955	0.527493049987265	0.559751091837899	0.942355143013279	0.346010844866424	1
gbman.GBUE000977-PA.1	382.792017234938	0.0120285579039387	0.499723247534604	0.0240717873815333	0.980795347207631	1
gbgene743	1214.41894396635	0.131012139445558	0.190693483934174	0.687029348835951	0.492064234044209	1
gbgene744	1271.58800533473	-0.162400122466542	0.435578106861528	-0.3728331121225	0.709272656913799	1
gbgene745	1191.78161572593	-0.475864567767142	0.531841094336478	-0.894741577099355	0.370925247526614	1
gbgene746	919.365373732038	0.0733030801140913	0.278898165773012	0.262830467585571	0.792681251142841	1
gbgene747	210.183552014858	0.132218600666055	0.483161546100598	0.273642505069122	0.784359365940874	1
gbman.GBUE000968-PA.1	7575.15331902326	-0.681782264862789	0.717939272837934	-0.949732399416027	0.342248242604083	1
gbgene749	425.298310397166	0.133379299234334	0.441894855678843	0.301836696001746	0.762776555365108	1
gbgene750	314.665576417555	-0.101822930718815	0.290003546851727	-0.351115287031756	0.725501859777498	1
gbgene751	199.46135832524	-0.11796665297866	0.237815207799866	-0.49605487375318	0.619855696136343	1
gbgene752	884.961551372441	0.391956186253413	0.292779634797001	1.3387446568854	0.180653813018283	1
gbman.GBUE000965-PA.1	5172.58845825596	-0.132792346392865	0.521104616744459	-0.254824522913077	0.798858633835694	1
gbgene754	123.037831369881	0.185906253455083	0.627555657701544	0.29625626975634	0.767034379349221	1
gbgene755	299.98809161381	0.715720055301827	0.592808337805893	1.20734304768386	0.227300058852309	1
gbgene756	2892.15062508871	0.273745478263966	0.282589200468682	0.968707435472219	0.332691181660898	1
gbman.GBUE000957-PA.1	30.2214888376498	-2.25443054194826	0.905054177622675	-2.51267293012828	0.0119820364211728	1
gbgene759	5235.74690698285	-1.1448052522735	0.861001179630981	-1.33194010247228	0.182879871840012	1
gbgene762	72.3744557283856	-1.03784477798227	0.477860249553611	-2.17124405995009	0.0299127284145181	1
gbgene764	5.65009211837054	-1.12817966866439	0.700178195225272	-1.60353274276787	0.108817086217436	1
gbgene765	16.3316994934247	0.516251457295756	0.684478365380215	0.753766753660579	0.450989290542984	1
gbgene767	582.965002906474	-0.262495231683442	0.635793344562576	-0.412851870080616	0.679715145671912	1
gbgene769	168.519456623587	0.214172766341355	0.566668819078406	0.377986769410183	0.705440422616967	1
gbgene770	18.5606780963326	1.39273180626516	0.671422416855019	2.06911509393848	0.0385352876544026	1
gbgene772	131.664809557302	2.26874597741894	0.635450514170648	3.56849092787285	0.000359043283567711	1
gbgene773	2844.55174346227	-0.284215093891118	0.561612882277688	-0.506064942265556	0.612811060373636	1
gbgene774	282.424875575534	0.21630555898696	0.202985708373135	1.06560311994077	0.286603088257388	1
gbgene775	239.507490893874	0.357168067682026	0.395728819843803	0.902512207130507	0.366784839816566	1
gbgene776	4021.74005737782	0.143528145995592	0.191371274355099	0.749998767853576	0.4532554468449	1
gbgene777	306.561216227	0.209578837072524	0.252498926040222	0.829998974006811	0.40653936374161	1
gbgene778	605.827426969523	0.252625992804194	0.237239838936114	1.06484506839171	0.286946046553876	1
gbgene780	43461.098414918	-0.572568642355302	0.891894242826123	-0.642388089515662	0.520621231131257	1
gbgene782	56.2531144510367	0.387028884730599	0.360468978232039	1.07349291185564	0.283050017247449	1
gbgene787	4975.27749665771	-0.085669336510175	0.435024822679615	-0.196927367245738	0.84388437704218	1
gbgene788	1321.8671748469	0.443881729121645	0.281455349646404	1.57708763338388	0.114775362322271	1
gbgene789	936.655243889367	-0.182450708756327	0.26603450161141	-0.685814077936811	0.492830357651304	1
gbgene791	221.078771075991	-0.23615166341436	0.336565202427253	-0.701671266708723	0.482884196003185	1
gbgene792	891.338235274463	0.0796661140908187	0.23473618065961	0.339388939854771	0.734316749411148	1
gbgene793	13.5175020041607	0.114932380972235	0.579405869594478	0.198405631552334	0.842727711687391	1
gbgene795	734.184208172356	0.464273416359927	0.420574314210701	1.10388673453969	0.269642273958702	1
gbgene796	144.206511881949	0.156163413670341	0.483823166756354	0.322804396188456	0.746843383427194	1
gbgene797	10997.3518756473	-0.589051888397267	0.887550006715664	-0.664114308781919	0.506617152748858	1
gbgene798	13.633770733683	0.751090302876151	0.596651780788647	1.25926479446456	0.207934704856258	1
gbgene799	484.807595967559	0.507707886094514	0.504181850526827	1.00700849847494	0.313930690230533	1
gbgene802	400.30246078818	0.197291829474054	0.509941674616872	0.386885577516756	0.698840918818338	1
gbgene803	257.018392125442	-0.325132561451376	0.819156040030725	-0.396961499741289	0.69139585173611	1
gbman.GBUE013800-PA.1	92.9037324884597	-0.952076043282175	0.725916506777174	-1.31209698101575	0.189487414494909	1
gbgene805	439.098284889518	0.121270573944383	0.547429441768808	0.221526477483113	0.824682522623206	1
gbgene806	277.384349512227	0.25395707218966	0.324296242544646	0.783092438319653	0.433572831302367	1
gbman.GBUE013796-PA.1	52.4782308666265	1.02783137888689	0.854380203705952	1.20433100012543	0.22846166941044	1
gbgene808	275.844052789398	-0.0284716554854887	0.216100540438531	-0.13174967620831	0.895182292020909	1
gbgene809	1009.78873999675	0.391118087859002	0.504869439818949	0.774701709232737	0.438515940789396	1
gbgene810	45.6172973914707	-0.351534471140284	0.704456732361722	-0.499104842427465	0.617705526331594	1
gbgene811	1613.45828682694	-0.317456739867278	0.907758455562741	-0.349796741338598	0.726491244775026	1
gbgene812	14.3893372000722	0.27612904547445	0.790618219277239	0.349113281660233	0.727004265831085	1
gbgene813	16.6594497403806	1.57731219762445	0.846792842039803	1.86423489247663	0.0622887253837627	1
gbgene816	870.997464162222	0.0172658341878728	0.286861888578085	0.0601898382130601	0.952004438973457	1
gbgene817	114.202443113647	-0.0662005046850357	0.658808135515539	-0.100495036857533	0.919951322906226	1
gbgene819	2911.50108688448	0.21040883535826	0.441591208918595	0.476483184403672	0.633730184409095	1
gbgene820	53730.9509911225	-0.620121528297654	0.86785133825393	-0.714937151079174	0.474647879463313	1
gbgene821	944.275884828003	0.490601772112683	0.26458048695609	1.85424905862436	0.0637035364030858	1
gbgene822	614.327714968653	-0.227672670964349	0.602442444047137	-0.377904063471582	0.705501863698184	1
gbgene823	1902.06306105332	0.111070932205598	0.169225222246336	0.656350856149066	0.51159840273828	1
gbgene824	1939.34840433459	-0.00131940963167189	0.216799559886547	-0.00608463863326453	0.995145190732933	1
gbgene825	96.516162426114	0.264159776787651	0.671800138698088	0.393150918685068	0.694208018054789	1
gbgene826	712.666929148196	-0.1024944653697	0.181670459367188	-0.56417704278179	0.572633649930194	1
gbgene827	75274.5805857805	0.137616331985296	0.35671777586878	0.385787967229786	0.699653707525493	1
gbgene828	7622.48981264205	0.180089636000775	0.19369788521189	0.929745746010537	0.352502742877807	1
gbgene829	1114.40741403155	-0.00380603500010551	0.291782189761834	-0.0130425137020303	0.989593874710003	1
gbgene830	941.808688056047	-0.145418464516639	0.234875407589845	-0.61912520173728	0.53583388219418	1
gbgene831	2650.65565724044	-0.110932817936938	0.42148508762883	-0.263191687730371	0.792402837252505	1
gbgene832	12775.3669348441	-0.371951216949726	0.534010079175164	-0.696522634689557	0.486101587256655	1
gbgene833	11.5664205545696	-0.74345127738887	0.589540270639581	-1.25876755635297	0.208114302097924	1
gbgene834	7.73088131690403	1.249106668939	0.816231448228435	1.52512580887785	0.127227721003542	1
gbgene835	7.27965847601528	1.6734476088814	0.827088129977845	2.00700101054853	0.0447495553814829	1
gbgene837	5284.35415493959	-0.0772777293872452	0.418738806562727	-0.184546516053717	0.853584739219556	1
gbgene838	91.805205704541	-0.269174835481834	0.97339870239354	-0.277232483256409	0.781601598729284	1
gbgene839	53.0603102509974	-0.680583410377579	0.851334343858988	-0.799438752454285	0.424036047508642	1
gbgene840	243.303865881837	-1.21350131119598	0.682431567829962	-1.77829374918793	0.0753556224489953	1
gbgene843	176.371561561046	-0.0748118829236649	0.488917855705702	-0.153000694708232	0.878397727443407	1
gbgene844	16969.1890237239	1.08524827502393	0.44194685981174	2.45562892451981	0.0140638295709727	1
gbgene845	907.878535040181	-0.0612228086590401	0.362846799179046	-0.168728340897803	0.86601032556614	1
gbgene847	357.664299030673	0.024430611139497	0.484656044521694	0.0504086305663307	0.959796758934347	1
gbgene848	335.624570039083	-0.156052497070145	0.521237120483874	-0.299374172874985	0.764654566086124	1
gbgene849	4488.23102122891	-0.53086051808255	0.857337851629792	-0.619407126401478	0.535648187621557	1
gbgene850	526.682415653325	-0.0337032047254416	0.455345231330986	-0.0740171347663204	0.940996751086886	1
gbgene851	1149.03336667639	-0.17939379173799	0.767830753146312	-0.23363176667085	0.815270863909069	1
gbgene852	385.525908021654	0.116007926314706	0.282393671018875	0.410799329292834	0.681219685025051	1
gbgene853	1383.79804418203	-0.116995262372543	0.732960772189364	-0.159614766317905	0.87318454628052	1
gbgene856	8072.71923857717	-0.356032505468224	0.890749787975257	-0.399791803731109	0.6893098681019	1
gbman.GBUE001804-PA.1	254.532380126416	-2.08123868498197	0.668981044835307	-3.11178092221294	0.00185962446789198	1
gbman.GBUE001802-PA.1	2265.75703290837	-2.72767387300538	0.691272344545437	-3.95054867337087	7.79722383072446e-05	1
gbgene860	70.5864031163845	-0.00925561427944873	0.643977938319418	-0.0143675354415226	0.988536759681062	1
gbgene861	377.437449022617	-0.0968730933515834	0.364897063829713	-0.265484395138	0.79063632956989	1
gbgene863	1564.58386466784	-0.462187041540236	0.477152814016263	-0.9686349400948	0.332727363941484	1
gbgene864	15.2488465847304	-1.22663202516846	0.543709954215123	-2.25159728271293	0.0243477329405849	1
gbman.GBUE009842-PA.1	2137.11684639842	0.287131047131035	0.65083696440315	0.44118077471295	0.659082130213233	1
gbgene867	1182.26428563687	0.426156895704207	0.517193301894032	0.823989347606097	0.409945610692847	1
gbgene868	11.7383620394958	0.624307371128273	0.644205152576138	0.96813462151369	0.332977141102043	1
gbgene869	1143.93333546249	0.718966135885488	0.848995534886543	0.847334676692491	0.39680860352026	1
gbgene870	15.0852189735001	0.0061744392138856	0.854075993285698	0.00722722243025675	0.994233561004942	1
gbgene871	5665.62224504578	-0.502021608570469	0.8534540776376	-0.58839186836632	0.556269294569413	1
gbman.GBUE009853-PA.1	301.02550420367	0.735962847331048	0.610427239245076	1.20557275409885	0.227982269892165	1
gbgene873	854.767300260903	1.61135908651087	0.561532377773546	2.86963648816748	0.00410943932752174	1
gbgene874	3784.48716834306	-0.492260910309711	0.428725403640984	-1.14819021759202	0.250890046759208	1
gbgene875	411.421728918574	0.0203671004153418	0.314411532550333	0.0647795591413854	0.948349516702197	1
gbgene876	550.856904957842	-0.237651895298851	0.332046113507985	-0.715717943943535	0.474165528600197	1
gbgene877	5.90192614277487	-1.03064795827856	0.964855433493035	-1.07757379488144	0.281224001964216	1
gbgene878	13.2211205389002	-0.299172410704415	0.513364181893101	-0.582329919976415	0.560344475792144	1
gbgene879	190.562859905079	-0.109205944987408	0.323284618144565	-0.337788336556267	0.735522699895398	1
gbgene880	17.1530909344026	0.585181483675416	0.959868428631595	0.620638612295069	0.53483742834097	1
gbgene881	514.796109711385	-0.00423742016752712	0.278563573792695	-0.0152103261993759	0.98786438349983	1
gbgene882	23685.0171777306	0.00346305945723765	0.287828723820326	0.0120338078066533	0.990398642276779	1
gbgene884	305.588422337312	0.616132299233125	0.736761288339481	0.836399989637656	0.402929918430282	1
gbgene885	58.8431752034781	0.295247857691178	0.538746070327138	0.548168083748659	0.583576494918783	1
gbgene886	481.150483364539	0.328577367712687	0.448462233430253	0.732692797925137	0.463745817609379	1
gbgene888	69.1937540086367	-0.680498710328536	0.873117261143731	-0.779923157345567	0.435436106886345	1
gbgene889	47.0096715884838	0.0533119418375172	0.494883559755516	0.107718769807732	0.914218779994559	1
gbgene891	31.0807822988369	0.313302294528444	0.582888024799735	0.537780890293283	0.590728326429356	1
gbgene894	83.8743232245778	-0.197336985142253	0.494678175015463	-0.398954827476859	0.689926489242256	1
gbgene895	70323.6560040896	-0.498047971197185	0.887962139433435	-0.561145742147406	0.574698187458524	1
gbgene896	7847.77514524087	-0.425660418448622	0.873078083687506	-0.487668534014012	0.6257846430949	1
gbgene899	9.25818432004444	1.42619239356216	0.622609558152119	2.27817126250259	0.0227163757486474	1
gbgene901	87.3240065538836	0.109520836621309	0.589177586484737	0.18589681286092	0.852525681608017	1
gbgene902	204.382928518087	0.0316617449642506	0.690520659285066	0.0458523094076631	0.963427965745008	1
gbgene903	38.2356875892281	1.19157221840785	0.943366882221776	1.27088868950348	0.203768250738795	1
gbgene904	14.4598193846864	0.984731435068363	0.935555227228896	1.05456222763693	0.29162558666467	1
gbgene905	72.5781747331351	0.278757914323837	0.457153823854382	0.609806779170082	0.541989810259342	1
gbgene907	43.6929502949246	-0.886358914856359	0.88332748125785	-1.00385805547372	0.315447036533086	1
gbgene908	33.7750373784765	-0.101916365870916	0.339975968546184	-0.299752779323996	0.764365736520368	1
gbgene909	2309.19568347727	-1.07847962061149	0.865804648165127	-1.24767184315174	0.212151256722343	1
gbgene910	801.063320124724	-0.291162063979983	0.500995772194432	-0.581157717650953	0.561134161684671	1
gbgene911	237.175084783905	-0.35796951991559	0.395608727853594	-0.904838897414317	0.365550741453822	1
gbgene912	32572.8032680196	-0.596306003045108	0.883212817155995	-0.675577422530766	0.499308980068177	1
gbgene916	77.9928331194433	-0.463849290023581	0.495192746789677	-0.936660806561881	0.348933062955221	1
gbgene917	219.275076401974	0.087523134160372	0.312795856586973	0.279809592066648	0.779623592144372	1
gbgene918	211.176349275118	-0.759036978214854	0.38613731905806	-1.96554232449039	0.0493515020230945	1
gbgene919	1931.01723003187	-0.34575498425674	0.909734741279827	-0.380172804172912	0.703817145485519	1
gbgene921	1467.97131925701	-0.169211893371915	0.548847582514134	-0.308298415548642	0.757855271577856	1
gbgene922	215.868931013456	0.728774739756384	0.769759223384239	0.947025824991097	0.343625619557289	1
gbman.GBUE000020-PA.1	9.48695473357647	0.193874654510828	0.511745384952093	0.378993975010065	0.704692337942461	1
gbgene928	81.480398797638	-0.371475322537163	0.412269739196489	-0.901036063039903	0.367569145587136	1
gbgene930	44.2084377573449	-0.108340381574454	0.869989821145376	-0.124639354215445	0.900809071155608	1
gbgene931	741.513031245756	-0.33405374966218	0.323967760447362	-1.03114101209391	0.302474697826259	1
gbman.GBUE021020-PA.1	91.6743019731757	-0.339629266281154	0.561238130793388	-0.605189935965956	0.545052802033087	1
gbgene939	66.0308061048286	-0.473664817948445	0.699675850409732	-0.67695015275321	0.4984375817808	1
gbgene941	1542.61815979436	0.321008936258264	0.171499471516689	1.87177505954547	0.0612377301164339	1
gbgene942	11148.6765388499	0.00226617903024822	0.346646687221247	0.00653983906955045	0.994782000571497	1
gbgene943	553.03772155863	-0.0157688583615084	0.234878026815825	-0.0671352409714928	0.946474038931771	1
gbman.GBUE005101-PA.1	1089.88047843013	0.314983684105716	0.245109353154571	1.2850774062627	0.198765236002118	1
gbgene945	506.825012650582	-0.399683835899135	0.346914931048779	-1.15212869277671	0.249268194105375	1
gbgene946	160.169336273468	0.478591893691696	0.477917142112127	1.001471497844	0.316598913004483	1
gbgene947	29.2813407863201	0.552055372053006	0.803714979578901	0.686538772549232	0.492373423206236	1
gbgene949	491.979333752836	0.454951385302674	0.741243618381838	0.613775639732078	0.539363596861297	1
gbgene950	464.548226919723	-0.412232727333656	0.64870926026094	-0.63545204255342	0.525133635116718	1
gbgene951	555.071442167545	-0.158372535917673	0.551892049385423	-0.286956741151123	0.774145443375083	1
gbgene954	14.0001553874152	0.21677708291976	0.456396131949685	0.474990148611403	0.634793995021507	1
gbgene955	5886.77950015905	-0.453312602154882	0.904733477562206	-0.501290629816047	0.616166598847311	1
gbgene956	15110.2527793824	-0.279129847943546	0.877313125215362	-0.318197162384898	0.750335385087026	1
gbgene958	68.051323350895	-0.166950876882636	0.641780447076091	-0.260085381066412	0.794797914212853	1
gbgene959	27.68319930661	0.784306600582861	0.788382218442696	0.994904500066901	0.319782714013721	1
gbgene960	398.103310733459	-0.290514905130925	0.377271915707701	-0.770056375938172	0.441266451796009	1
gbgene961	30.8030620255309	-0.429032524863895	0.509010966496323	-0.842465491876782	0.399527447608925	1
gbgene964	9.74602947399816	-0.328316078929046	0.708685322530771	-0.462907831534301	0.643430433717626	1
gbgene966	1406.04541546702	0.338831544423854	0.25291045756284	1.33973337137387	0.180332044077084	1
gbgene967	158.899994960118	-0.409991638085686	0.543344582136378	-0.754551321854506	0.450518240562442	1
gbgene968	5182.60495043242	-0.310318534032723	0.615990535089204	-0.50377215387114	0.614421497791799	1
gbgene969	556.007484666382	0.398293496903023	0.269198297832952	1.47954368211061	0.138995065625591	1
gbgene970	121.317710739297	1.30494256692296	0.342308936890511	3.81155164123282	0.000138097196734603	1
gbgene971	579.407573708233	0.0188883242203806	0.220118373204709	0.0858105635111099	0.931617008988042	1
gbgene973	791.52470894764	0.0772407415682891	0.327530743887733	0.235826581821163	0.813567240509945	1
gbgene974	2104.8653755992	-0.126871977314946	0.646176991607033	-0.196337208879172	0.844346239632753	1
gbgene975	81.7863035495617	0.809760016246682	0.55091193135802	1.4697798711508	0.141621382474053	1
gbgene978	38.3374413853819	0.292823512352933	0.410971642694894	0.712525265446687	0.476139571799177	1
gbgene979	8.88931752479239	-0.0348713069700634	0.889610339541901	-0.0390789812904283	0.968827418666769	1
gbgene981	1081.14805805291	-0.380738934181849	0.715146027323565	-0.532399757747802	0.594449152929952	1
gbgene982	3525.2938123619	-0.29614484010604	0.866906741109688	-0.341646449066019	0.73261697694936	1
gbgene983	45.7301530139999	0.056840132524709	0.372759261721849	0.152455414102983	0.87882775368773	1
gbgene984	248.399819674508	0.356097172431086	0.489375329156234	0.727660711192217	0.466821306458271	1
gbgene985	2610.05875937812	-0.220407946144232	0.285216882275812	-0.772770596922379	0.439658157584396	1
gbgene986	123.056713940955	0.019102934389555	0.814376854189401	0.0234650568369389	0.981279311410143	1
gbgene987	2671.76955898812	0.794858590882651	0.607579255898431	1.30829363092188	0.190773734575858	1
gbgene988	36.9550780055794	-0.0711912933714651	0.572149949404657	-0.12444270149665	0.900964765185788	1
gbgene989	474.161498899644	-0.153054758799494	0.432856780979421	-0.353585028786938	0.723649895772139	1
gbgene991	955.167799957865	-0.328963488857894	0.591462614684639	-0.556196875884656	0.578076274692321	1
gbgene998	273.818906972032	-0.150700572132992	0.350794744258302	-0.429579106025902	0.667501838614909	1
gbgene999	31.5277793211249	-0.0285866838319838	0.552876889121538	-0.051708707212167	0.95876079917128	1
gbgene1001	501.042144622419	-0.214613462836677	0.360261022440634	-0.595725275155608	0.551358770372433	1
gbgene1003	75.9149892052711	-0.044857004714188	0.712800658484401	-0.0629268141171362	0.949824782575201	1
gbgene1004	12661.0263563644	0.0216436012099836	0.230202842150059	0.094021421628479	0.925092140113731	1
gbgene1005	225.487562944016	-0.0287766107365022	0.287770417014714	-0.0999946297623559	0.920348588906114	1
gbgene1006	506.010485678948	0.00631692860842883	0.248705579732942	0.0254001996334668	0.979735751875877	1
gbgene1007	11472.918873815	0.0406307552958108	0.29511388860533	0.137680652958261	0.890492810468066	1
gbgene1008	202.055380212498	-0.182808009091472	0.316261185402045	-0.578007506047711	0.563259051601088	1
gbgene1009	903.828115013361	0.0908050115214421	0.29392268682028	0.308943219828771	0.757364719200838	1
gbgene1010	27.6358845846258	0.341655759812407	0.431443423238444	0.791861954155519	0.428441173010143	1
gbgene1013	16.6689093304639	0.251761794457515	0.56512081318606	0.445093646996764	0.656252079745499	1
gbgene1014	607.937706354294	0.0780323778386672	0.501210230692423	0.155687823873571	0.876279095273841	1
gbgene1015	33.373486720278	0.105068026614221	0.606675782468127	0.173178511733215	0.862511113585557	1
gbgene1016	5980.91327091095	-0.27891253770827	0.687367974632822	-0.405768210325171	0.684912918549791	1
gbgene1017	720.285089152107	-0.277908084684712	0.479835036222479	-0.579181561948365	0.562466670545766	1
gbgene1018	2696.13554816089	-0.222246818022213	0.49259428564153	-0.451172209031281	0.651865437733131	1
gbgene1020	248.569944765288	-0.120721900401879	0.532976024862894	-0.226520826713498	0.820796362787563	1
gbgene1021	64.5396421486807	-1.60240395862454	0.604012850428142	-2.65056832640029	0.00803564719219389	1
