GO.ID	Term	Annotated	Significant	Expected	Rank in classicFisher	classicFisher	elimFisher	weight01Fisher	parentchildFisher	weightFisher	leaFisher	Genes
GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07	gbgene10069,gbgene10129,gbgene10174,gbgene10210,gbgene10248,gbgene10250,gbgene10268,gbgene10272,gbgene10279,gbgene10363,gbgene10456,gbgene10503,gbgene1080,gbgene10927,gbgene10948,gbgene10993,gbgene1107,gbgene1128,gbgene11302,gbgene11423,gbgene11444,gbgene11507,gbgene11508,gbgene11546,gbgene11567,gbgene11592,gbgene11654,gbgene1166,gbgene11760,gbgene11771,gbgene11772,gbgene11891,gbgene11898,gbgene1194,gbgene11996,gbgene12070,gbgene1210,gbgene1211,gbgene12139,gbgene12181,gbgene12182,gbgene12247,gbgene12287,gbgene12308,gbgene12342,gbgene12343,gbgene12380,gbgene12383,gbgene12397,gbgene12399,gbgene12400,gbgene12409,gbgene12426,gbgene12454,gbgene12463,gbgene12467,gbgene12506,gbgene12667,gbgene12764,gbgene12772,gbgene12778,gbgene12814,gbgene12817,gbgene12821,gbgene12830,gbgene12842,gbgene12856,gbgene12857,gbgene12858,gbgene12908,gbgene12909,gbgene12910,gbgene12911,gbgene12912,gbgene12913,gbgene12914,gbgene12935,gbgene1294,gbgene13015,gbgene13095,gbgene13113,gbgene13140,gbgene13170,gbgene13171,gbgene13186,gbgene13193,gbgene13205,gbgene13230,gbgene13303,gbgene1334,gbgene134,gbgene13424,gbgene13456,gbgene13466,gbgene135,gbgene13507,gbgene13522,gbgene13525,gbgene13534,gbgene13535,gbgene13541,gbgene13566,gbgene13593,gbgene13630,gbgene13632,gbgene13645,gbgene13650,gbgene13651,gbgene13652,gbgene13656,gbgene13704,gbgene13745,gbgene13757,gbgene13758,gbgene13793,gbgene13823,gbgene13852,gbgene13853,gbgene13854,gbgene13855,gbgene13971,gbgene14033,gbgene14063,gbgene14079,gbgene14084,gbgene14085,gbgene14086,gbgene14087,gbgene14119,gbgene14133,gbgene1414,gbgene14142,gbgene14144,gbgene14145,gbgene14146,gbgene14147,gbgene14148,gbgene14150,gbgene14255,gbgene14256,gbgene14257,gbgene14264,gbgene1431,gbgene14310,gbgene14445,gbgene14450,gbgene14457,gbgene14523,gbgene1454,gbgene1457,gbgene14573,gbgene14607,gbgene14608,gbgene14609,gbgene14726,gbgene14730,gbgene14822,gbgene14919,gbgene14930,gbgene15008,gbgene15011,gbgene15088,gbgene15168,gbgene15207,gbgene1521,gbgene15227,gbgene15232,gbgene1534,gbgene15376,gbgene15377,gbgene15379,gbgene15381,gbgene15382,gbgene15384,gbgene15493,gbgene15496,gbgene1551,gbgene1552,gbgene15584,gbgene15697,gbgene15698,gbgene15699,gbgene15700,gbgene15701,gbgene15702,gbgene15724,gbgene15803,gbgene15993,gbgene16009,gbgene16034,gbgene16035,gbgene16036,gbgene16058,gbgene16059,gbgene16060,gbgene16083,gbgene16090,gbgene16091,gbgene16169,gbgene16170,gbgene16210,gbgene16213,gbgene16281,gbgene16352,gbgene16359,gbgene16391,gbgene16396,gbgene1641,gbgene16448,gbgene16463,gbgene16473,gbgene16477,gbgene16488,gbgene16522,gbgene16600,gbgene1662,gbgene16629,gbgene1673,gbgene1675,gbgene1676,gbgene16866,gbgene16900,gbgene16901,gbgene1693,gbgene16958,gbgene16959,gbgene16962,gbgene16989,gbgene17018,gbgene1705,gbgene17074,gbgene17087,gbgene17088,gbgene17089,gbgene17118,gbgene17119,gbgene17120,gbgene17121,gbgene17160,gbgene1717,gbgene17326,gbgene17378,gbgene17413,gbgene17503,gbgene17616,gbgene17643,gbgene17749,gbgene1775,gbgene17797,gbgene17799,gbgene17813,gbgene17993,gbgene18010,gbgene18209,gbgene18273,gbgene18292,gbgene18294,gbgene1839,gbgene1840,gbgene18402,gbgene1841,gbgene1842,gbgene1843,gbgene1844,gbgene1845,gbgene18450,gbgene18454,gbgene18461,gbgene18475,gbgene1848,gbgene18495,gbgene18503,gbgene18516,gbgene18573,gbgene18623,gbgene1866,gbgene18694,gbgene18695,gbgene18865,gbgene18999,gbgene19009,gbgene19079,gbgene19151,gbgene19177,gbgene19178,gbgene19179,gbgene19180,gbgene19211,gbgene19262,gbgene19281,gbgene19351,gbgene19360,gbgene19367,gbgene19375,gbgene19412,gbgene19436,gbgene19547,gbgene19560,gbgene19638,gbgene19657,gbgene19663,gbgene19774,gbgene19777,gbgene19786,gbgene19787,gbgene19788,gbgene19849,gbgene19850,gbgene19908,gbgene19909,gbgene19934,gbgene19973,gbgene2001,gbgene20016,gbgene20128,gbgene20151,gbgene2018,gbgene20185,gbgene2020,gbgene20250,gbgene20306,gbgene2049,gbgene2063,gbgene2085,gbgene2090,gbgene2201,gbgene2218,gbgene2220,gbgene2234,gbgene2235,gbgene2299,gbgene2350,gbgene2387,gbgene2440,gbgene2442,gbgene2538,gbgene2544,gbgene2610,gbgene2626,gbgene2662,gbgene2737,gbgene2791,gbgene2838,gbgene2840,gbgene2841,gbgene2947,gbgene2948,gbgene2949,gbgene2950,gbgene2951,gbgene2954,gbgene3009,gbgene3060,gbgene312,gbgene3122,gbgene3132,gbgene3142,gbgene3143,gbgene3188,gbgene3236,gbgene3291,gbgene3310,gbgene3326,gbgene3451,gbgene3467,gbgene3477,gbgene3499,gbgene3516,gbgene3583,gbgene361,gbgene363,gbgene365,gbgene3668,gbgene3673,gbgene3697,gbgene3698,gbgene387,gbgene3916,gbgene3921,gbgene4010,gbgene4024,gbgene4240,gbgene4242,gbgene4246,gbgene4276,gbgene4282,gbgene434,gbgene4349,gbgene4355,gbgene440,gbgene4448,gbgene4491,gbgene4536,gbgene4541,gbgene4555,gbgene4620,gbgene4629,gbgene4634,gbgene4649,gbgene4668,gbgene4703,gbgene4876,gbgene4891,gbgene4892,gbgene4893,gbgene4927,gbgene4932,gbgene4934,gbgene4935,gbgene4936,gbgene4937,gbgene4984,gbgene4995,gbgene5022,gbgene504,gbgene5068,gbgene5069,gbgene5071,gbgene5096,gbgene5097,gbgene5105,gbgene5116,gbgene5138,gbgene5202,gbgene5205,gbgene5207,gbgene5210,gbgene5211,gbgene5251,gbgene5262,gbgene5302,gbgene5327,gbgene5395,gbgene5407,gbgene5408,gbgene5412,gbgene5459,gbgene5490,gbgene5548,gbgene5583,gbgene5592,gbgene5593,gbgene5680,gbgene5708,gbgene5714,gbgene5717,gbgene5904,gbgene5973,gbgene5995,gbgene6022,gbgene603,gbgene6176,gbgene6228,gbgene6230,gbgene6261,gbgene6280,gbgene6321,gbgene6340,gbgene6342,gbgene6352,gbgene6353,gbgene6364,gbgene6447,gbgene6456,gbgene649,gbgene6494,gbgene6496,gbgene6521,gbgene6650,gbgene6665,gbgene668,gbgene6683,gbgene6725,gbgene6727,gbgene6744,gbgene6763,gbgene6765,gbgene6766,gbgene6767,gbgene6816,gbgene6831,gbgene6833,gbgene6836,gbgene6838,gbgene6840,gbgene6844,gbgene6847,gbgene6952,gbgene6953,gbgene6957,gbgene6989,gbgene7,gbgene7125,gbgene7174,gbgene7209,gbgene7210,gbgene7263,gbgene7269,gbgene7290,gbgene7326,gbgene7337,gbgene7377,gbgene7383,gbgene7384,gbgene7444,gbgene7491,gbgene7492,gbgene7493,gbgene7497,gbgene7518,gbgene7520,gbgene7536,gbgene7564,gbgene7576,gbgene7579,gbgene7581,gbgene7583,gbgene7584,gbgene7585,gbgene7619,gbgene762,gbgene7660,gbgene7741,gbgene779,gbgene7792,gbgene7797,gbgene7810,gbgene7835,gbgene7840,gbgene7872,gbgene7889,gbgene7895,gbgene7911,gbgene7917,gbgene8,gbgene8143,gbgene8148,gbgene8192,gbgene8215,gbgene8288,gbgene8290,gbgene8291,gbgene8328,gbgene8402,gbgene8518,gbgene8556,gbgene8557,gbgene8623,gbgene8626,gbgene8675,gbgene8690,gbgene8724,gbgene873,gbgene8761,gbgene8792,gbgene8794,gbgene8816,gbgene8868,gbgene8873,gbgene8930,gbgene8935,gbgene8936,gbgene8960,gbgene8979,gbgene898,gbgene8980,gbgene8981,gbgene8982,gbgene8983,gbgene9029,gbgene9041,gbgene9108,gbgene9168,gbgene9212,gbgene9305,gbgene9312,gbgene9319,gbgene9320,gbgene9322,gbgene9324,gbgene938,gbgene939,gbgene9399,gbgene940,gbgene9469,gbgene9622,gbgene9821,gbgene9837,gbgene9859,gbgene989,gbgene9913,gbgene9959,gbgene9960,gbgene9961,gbgene9980,gbgene9994,gbgene9996,gbgene9998,gbgene9999,gbman.GBUE000212-PA.1,gbman.GBUE000505-PA.1,gbman.GBUE000550-PA.1,gbman.GBUE000609-PA.1,gbman.GBUE000612-PA.1,gbman.GBUE000615-PA.1,gbman.GBUE000618-PA.1,gbman.GBUE000664-PA.1,gbman.GBUE001486-PA.1,gbman.GBUE001637-PA.1,gbman.GBUE001887-PA.1,gbman.GBUE002071-PA.1,gbman.GBUE002072-PA.1,gbman.GBUE002439-PA.1,gbman.GBUE002657-PA.1,gbman.GBUE002801-PA.1,gbman.GBUE003021-PA.1,gbman.GBUE003286-PA.1,gbman.GBUE003632-PA.1,gbman.GBUE003969-PA.1,gbman.GBUE004453-PA.1,gbman.GBUE004965-PA.1,gbman.GBUE005028-PA.1,gbman.GBUE005029-PA.1,gbman.GBUE005030-PA.1,gbman.GBUE005056-PA.1,gbman.GBUE005603-PA.1,gbman.GBUE005692-PA.1,gbman.GBUE005848-PA.1,gbman.GBUE005849-PA.1,gbman.GBUE005938-PA.1,gbman.GBUE006091-PA.1,gbman.GBUE006092-PA.1,gbman.GBUE006093-PA.1,gbman.GBUE006795-PA.1,gbman.GBUE007015-PA.1,gbman.GBUE007167-PA.1,gbman.GBUE007196-PA.1,gbman.GBUE007380-PA.1,gbman.GBUE007565-PA.1,gbman.GBUE007687-PA.1,gbman.GBUE007719-PA.1,gbman.GBUE008400-PA.1,gbman.GBUE008606-PA.1,gbman.GBUE008607-PA.1,gbman.GBUE008608-PA.1,gbman.GBUE008610-PA.1,gbman.GBUE008843-PA.1,gbman.GBUE008844-PA.1,gbman.GBUE009289-PA.1,gbman.GBUE009853-PA.1,gbman.GBUE010317-PA.1,gbman.GBUE010512-PA.1,gbman.GBUE010611-PA.1,gbman.GBUE010612-PA.1,gbman.GBUE011127-PA.1,gbman.GBUE011966-PA.1,gbman.GBUE012582-PA.1,gbman.GBUE013023-PA.1,gbman.GBUE013024-PA.1,gbman.GBUE013026-PA.1,gbman.GBUE013027-PA.1,gbman.GBUE013028-PA.1,gbman.GBUE013030-PA.1,gbman.GBUE013068-PA.1,gbman.GBUE013144-PA.1,gbman.GBUE013267-PA.1,gbman.GBUE013493-PA.1,gbman.GBUE013800-PA.1,gbman.GBUE014076-PA.1,gbman.GBUE014232-PA.1,gbman.GBUE014301-PA.1,gbman.GBUE014596-PA.1,gbman.GBUE014597-PA.1,gbman.GBUE014669-PA.1,gbman.GBUE015149-PA.1,gbman.GBUE015478-PA.1,gbman.GBUE015478-PA.2,gbman.GBUE015479-PA.1,gbman.GBUE015863-PA.1,gbman.GBUE016038-PA.1,gbman.GBUE016261-PA.1,gbman.GBUE016661-PA.1,gbman.GBUE017116-PA.1,gbman.GBUE017403-PA.1,gbman.GBUE017595-PA.1,gbman.GBUE017915-PA.1,gbman.GBUE017916-PA.1,gbman.GBUE017917-PA.1,gbman.GBUE017918-PA.1,gbman.GBUE018173-PA.1,gbman.GBUE018174-PA.1,gbman.GBUE018175-PA.1,gbman.GBUE018176-PA.1,gbman.GBUE018286-PA.1,gbman.GBUE018768-PA.1,gbman.GBUE019171-PA.1,gbman.GBUE019218-PA.1,gbman.GBUE019705-PA.1,gbman.GBUE019706-PA.1,gbman.GBUE019802-PA.1,gbman.GBUE019803-PA.1,gbman.GBUE019813-PA.1,gbman.GBUE019891-PA.1,gbman.GBUE020314-PA.1,gbman.GBUE020353-PA.1,gbman.GBUE020371-PA.1,gbman.GBUE020490-PA.1,gbman.GBUE020569-PA.1,gbman.GBUE020621-PA.1,gbman.GBUE020991-PA.1,gbman.GBUE020993-PA.1,gbman.GBUE021123-PA.1,gbman.GBUE021280-PA.1,gbman.GBUE021281-PA.1,gbman.GBUE021285-PA.1,gbman.GBUE021292-PA.1,gbman.GBUE021306-PA.1,gbman.GBUE021316-PA.1,gbman.GBUE021369-PA.1
GO:0005615	extracellular space	463	13	2.88	6	4e-06	4e-06	4e-06	4.7e-06	1.0000	4e-06	gbgene10069,gbgene10129,gbgene10210,gbgene10248,gbgene10250,gbgene10272,gbgene10503,gbgene1080,gbgene10927,gbgene10993,gbgene1128,gbgene11302,gbgene11423,gbgene11444,gbgene11546,gbgene11567,gbgene11592,gbgene1166,gbgene11760,gbgene11771,gbgene11772,gbgene11891,gbgene11898,gbgene1194,gbgene11996,gbgene12070,gbgene12247,gbgene12287,gbgene12308,gbgene12342,gbgene12380,gbgene12383,gbgene12409,gbgene12454,gbgene12506,gbgene12667,gbgene12778,gbgene12814,gbgene12821,gbgene12842,gbgene12856,gbgene12857,gbgene12858,gbgene12908,gbgene12909,gbgene12910,gbgene12911,gbgene12912,gbgene12913,gbgene12914,gbgene12935,gbgene1294,gbgene13015,gbgene13095,gbgene13113,gbgene13140,gbgene13186,gbgene13193,gbgene13230,gbgene1334,gbgene134,gbgene13456,gbgene13466,gbgene135,gbgene13522,gbgene13525,gbgene13593,gbgene13630,gbgene13645,gbgene13650,gbgene13651,gbgene13652,gbgene13656,gbgene13745,gbgene13757,gbgene13758,gbgene13852,gbgene13853,gbgene13854,gbgene14033,gbgene14079,gbgene14084,gbgene14085,gbgene14086,gbgene14087,gbgene14133,gbgene14142,gbgene14144,gbgene14145,gbgene14146,gbgene14147,gbgene14148,gbgene14150,gbgene1431,gbgene14310,gbgene14445,gbgene14450,gbgene14457,gbgene1454,gbgene1457,gbgene14607,gbgene14608,gbgene14609,gbgene14822,gbgene14919,gbgene14930,gbgene15008,gbgene15011,gbgene15088,gbgene15384,gbgene15496,gbgene15584,gbgene15697,gbgene15698,gbgene15699,gbgene15700,gbgene15701,gbgene15702,gbgene15724,gbgene15803,gbgene16009,gbgene16034,gbgene16035,gbgene16036,gbgene16058,gbgene16059,gbgene16060,gbgene16083,gbgene16090,gbgene16091,gbgene16169,gbgene16170,gbgene16213,gbgene16352,gbgene1641,gbgene16463,gbgene16473,gbgene16488,gbgene16522,gbgene16629,gbgene1675,gbgene1676,gbgene16866,gbgene1693,gbgene16958,gbgene16959,gbgene16962,gbgene16989,gbgene17018,gbgene17074,gbgene17088,gbgene17089,gbgene17118,gbgene17119,gbgene17120,gbgene17160,gbgene17326,gbgene17503,gbgene17749,gbgene1775,gbgene17813,gbgene17993,gbgene18010,gbgene18402,gbgene18450,gbgene18461,gbgene18475,gbgene18495,gbgene18503,gbgene18623,gbgene18694,gbgene18695,gbgene19177,gbgene19178,gbgene19179,gbgene19180,gbgene19211,gbgene19262,gbgene19351,gbgene19412,gbgene19547,gbgene19638,gbgene19786,gbgene19787,gbgene19788,gbgene20016,gbgene20128,gbgene2018,gbgene20185,gbgene2020,gbgene20250,gbgene20306,gbgene2049,gbgene2085,gbgene2201,gbgene2234,gbgene2235,gbgene2299,gbgene2440,gbgene2442,gbgene2538,gbgene2544,gbgene2610,gbgene2626,gbgene2791,gbgene2947,gbgene2948,gbgene2949,gbgene2950,gbgene2951,gbgene2954,gbgene3009,gbgene312,gbgene3122,gbgene3142,gbgene3143,gbgene3236,gbgene3291,gbgene3310,gbgene3326,gbgene3451,gbgene3477,gbgene3516,gbgene365,gbgene3668,gbgene3673,gbgene3697,gbgene387,gbgene4010,gbgene4276,gbgene434,gbgene440,gbgene4448,gbgene4491,gbgene4536,gbgene4541,gbgene4620,gbgene4629,gbgene4634,gbgene4668,gbgene4703,gbgene4876,gbgene4891,gbgene4892,gbgene4893,gbgene4932,gbgene4984,gbgene5022,gbgene504,gbgene5068,gbgene5069,gbgene5071,gbgene5096,gbgene5097,gbgene5116,gbgene5202,gbgene5210,gbgene5211,gbgene5251,gbgene5262,gbgene5327,gbgene5395,gbgene5408,gbgene5459,gbgene5490,gbgene5548,gbgene5583,gbgene5592,gbgene5593,gbgene5708,gbgene5973,gbgene5995,gbgene6022,gbgene603,gbgene6261,gbgene6280,gbgene6321,gbgene6340,gbgene6342,gbgene6352,gbgene6364,gbgene6447,gbgene6456,gbgene6494,gbgene6496,gbgene6650,gbgene6683,gbgene6725,gbgene6727,gbgene6765,gbgene6766,gbgene6816,gbgene6831,gbgene6833,gbgene6836,gbgene6838,gbgene6840,gbgene6847,gbgene6952,gbgene6953,gbgene6989,gbgene7125,gbgene7174,gbgene7209,gbgene7210,gbgene7269,gbgene7326,gbgene7337,gbgene7491,gbgene7518,gbgene7520,gbgene7536,gbgene7564,gbgene7579,gbgene7581,gbgene7583,gbgene7584,gbgene7585,gbgene7619,gbgene7660,gbgene779,gbgene7797,gbgene7840,gbgene7872,gbgene7889,gbgene7895,gbgene7917,gbgene8,gbgene8148,gbgene8192,gbgene8215,gbgene8288,gbgene8328,gbgene8518,gbgene8556,gbgene8623,gbgene8626,gbgene8690,gbgene8724,gbgene8761,gbgene8794,gbgene8816,gbgene8868,gbgene8873,gbgene8930,gbgene8935,gbgene8936,gbgene8960,gbgene8979,gbgene898,gbgene8980,gbgene8981,gbgene8982,gbgene8983,gbgene9041,gbgene9108,gbgene9168,gbgene9305,gbgene9319,gbgene9320,gbgene9322,gbgene9324,gbgene938,gbgene939,gbgene940,gbgene9837,gbgene9859,gbgene9959,gbgene9960,gbgene9961,gbgene9996,gbgene9998,gbgene9999,gbman.GBUE000212-PA.1,gbman.GBUE000550-PA.1,gbman.GBUE000609-PA.1,gbman.GBUE000612-PA.1,gbman.GBUE000615-PA.1,gbman.GBUE000618-PA.1,gbman.GBUE000664-PA.1,gbman.GBUE001486-PA.1,gbman.GBUE001887-PA.1,gbman.GBUE002439-PA.1,gbman.GBUE002657-PA.1,gbman.GBUE003021-PA.1,gbman.GBUE003969-PA.1,gbman.GBUE005028-PA.1,gbman.GBUE005029-PA.1,gbman.GBUE005030-PA.1,gbman.GBUE005056-PA.1,gbman.GBUE005848-PA.1,gbman.GBUE005849-PA.1,gbman.GBUE005938-PA.1,gbman.GBUE006091-PA.1,gbman.GBUE006092-PA.1,gbman.GBUE006093-PA.1,gbman.GBUE006795-PA.1,gbman.GBUE007015-PA.1,gbman.GBUE007196-PA.1,gbman.GBUE007380-PA.1,gbman.GBUE007687-PA.1,gbman.GBUE008400-PA.1,gbman.GBUE008607-PA.1,gbman.GBUE008608-PA.1,gbman.GBUE008843-PA.1,gbman.GBUE008844-PA.1,gbman.GBUE009289-PA.1,gbman.GBUE010317-PA.1,gbman.GBUE010611-PA.1,gbman.GBUE010612-PA.1,gbman.GBUE011127-PA.1,gbman.GBUE011966-PA.1,gbman.GBUE012582-PA.1,gbman.GBUE013023-PA.1,gbman.GBUE013024-PA.1,gbman.GBUE013026-PA.1,gbman.GBUE013027-PA.1,gbman.GBUE013028-PA.1,gbman.GBUE013030-PA.1,gbman.GBUE013068-PA.1,gbman.GBUE013267-PA.1,gbman.GBUE013493-PA.1,gbman.GBUE013800-PA.1,gbman.GBUE014076-PA.1,gbman.GBUE014232-PA.1,gbman.GBUE014301-PA.1,gbman.GBUE014596-PA.1,gbman.GBUE014597-PA.1,gbman.GBUE014669-PA.1,gbman.GBUE015149-PA.1,gbman.GBUE015478-PA.1,gbman.GBUE015478-PA.2,gbman.GBUE015479-PA.1,gbman.GBUE015863-PA.1,gbman.GBUE016261-PA.1,gbman.GBUE016661-PA.1,gbman.GBUE017116-PA.1,gbman.GBUE017595-PA.1,gbman.GBUE018173-PA.1,gbman.GBUE018174-PA.1,gbman.GBUE018175-PA.1,gbman.GBUE018176-PA.1,gbman.GBUE018286-PA.1,gbman.GBUE018768-PA.1,gbman.GBUE019171-PA.1,gbman.GBUE019218-PA.1,gbman.GBUE019705-PA.1,gbman.GBUE019706-PA.1,gbman.GBUE019802-PA.1,gbman.GBUE019803-PA.1,gbman.GBUE019813-PA.1,gbman.GBUE020314-PA.1,gbman.GBUE020353-PA.1,gbman.GBUE020569-PA.1,gbman.GBUE020991-PA.1,gbman.GBUE020993-PA.1,gbman.GBUE021123-PA.1,gbman.GBUE021280-PA.1,gbman.GBUE021281-PA.1,gbman.GBUE021285-PA.1,gbman.GBUE021292-PA.1,gbman.GBUE021306-PA.1,gbman.GBUE021316-PA.1
