Gene_id,GB-12-6_S45,GB-12-5_S44,GB-12-13_S47,GB-12-15_S48,GB-18-1_S41,GB-18-2_S42,GB-18-3_S43,SB-18-8-S46
jg20495,0,0,0,0,0,0,0,0
jg6353,0,0,0,0,0,0,0,0
jg10781,33,40,93,66,44,115,90,98
jg4456,39,96,2158,1744,351,2405,827,1921
jg18844,3,2,3,2,1,2,5,3
jg12131,51,22,56,95,88,52,36,154
jg19564,2,1,10,10,7,0,6,2
jg17839,0,1,2,2,3,7,3,3
jg1585,48,72,136,133,68,112,73,106
jg18102,3,4,3,7,2,0,5,0
jg15050,121,204,316,223,109,212,303,206
jg4208,0,0,0,0,2,0,0,0
jg8152,2309,3612,1359,944,935,1409,1458,820
jg10220,0,3,10,5,0,1,13,20
jg29665,7,8,18,11,9,15,6,3
jg19618,4,1,0,0,0,0,0,0
jg1433,68,31,27,119,25,37,9,43
jg2426,802,1548,355,812,623,2,831,959
jg13881,2,0,0,0,5,1,1,1
jg14099,0,1,0,2,5,0,0,5
jg26885,0,2,3,1,0,2,0,0
jg26673,0,0,0,0,0,1,0,0
jg8642,77,830,144,271,150,10,281,290
11560_g,0,0,0,0,0,0,0,0
jg20406,0,0,0,0,0,3,1,0
9095_g,0,1,0,0,0,0,0,0
jg91,5,9,20,2,4,19,12,3
jg26509,201,183,293,87,801,121,1061,483
jg13978,467,1080,544,1121,823,254,1364,1160
jg8181,0,0,0,0,0,0,0,0
27799_g,1,0,0,0,1,0,0,0
jg32420,145870,128920,662246,401867,276352,584193,433647,134517
jg32096,10,15,10,37,25,0,12,36
jg15826,29,33,95,104,103,30,142,155
jg24820,0,0,0,0,0,0,0,1
jg7859,0,0,0,1,0,0,0,0
jg28393,107,252,2,13,15,5,10,16
jg33185,3,0,2,1,6,0,1,6
jg23075,3235,7071,3091,5587,3750,1071,5802,5465
jg7745,0,0,0,0,0,0,0,0
jg12705,5,16,12,19,4,12,12,5
jg8883,1,0,0,0,0,0,1,0
jg11455,0,0,4,3,3,0,0,0
jg247,17,10,4,3,3,0,0,1
jg33965,30,65,55,76,77,35,121,96
jg26505,0,2,0,0,1,0,1,0
jg13513,34,170,69,112,89,35,158,137
jg2042,0,0,0,0,0,0,1,0
jg19493,7,9,0,5,0,14,0,5
jg36234,279,238,536,593,399,1403,291,240
jg14992,11120,19087,14606,12982,9465,14734,15627,17568
jg5127,0,1,1,0,0,0,0,0
jg21344,7,43,2,1,0,0,11,0
jg36,87,92,62,60,35,117,116,99
jg25825,48,211,99,159,33,31,85,66
jg27757,0,0,5,12,3,5,0,0
jg7394,7,57,126,159,49,104,72,82
jg29461,5,55,9,5,1,5,14,12
jg26840,3,0,4,27,3,2,8,8
jg767,0,0,0,0,5,1,0,1
jg24870,353,805,297,1078,637,0,1042,789
jg470,2,0,4,2,2,1,8,4
jg16711,98,42,9,15,18,89,23,88
jg27823,105,278,128,190,147,6,294,292
jg14491,393,745,461,623,601,268,837,849
jg18182,0,0,2,0,0,0,0,0
jg1411,546,770,1667,1284,1034,2235,1978,1651
jg34393,596,751,928,1032,650,2108,921,1207
jg9211,1550,2145,1335,1054,962,1425,1450,2026
jg18831,0,0,0,0,4,0,0,0
jg27279,18,9,15,4,7,7,13,12
jg15125,0,0,1,1,0,0,0,0
jg15556,42,32,82,47,32,59,59,41
jg17246,2093,3308,4276,4321,2614,3632,4067,4032
jg29295,349,479,240,193,194,392,358,387
jg18863,0,0,0,0,0,0,0,0
jg4951,0,0,0,1,0,1,0,0
jg32999,0,0,0,0,0,0,0,0
jg23076,167,173,684,760,470,556,496,776
jg28870,3,7,0,0,0,0,0,0
jg22392,0,0,2,3,0,0,0,4
jg18443,2,1,0,0,1,0,0,2
25334_g,0,1,0,0,0,0,0,0
jg33238,149,1036,277,949,575,20,316,548
jg5007,0,0,2,1,0,0,4,0
jg3750,954,1245,1087,1043,680,712,1111,1194
jg37033,0,0,2,0,1,0,0,0
jg4977,0,0,0,0,0,0,0,0
jg36719,130,201,169,131,272,140,140,389
jg32397,0,0,0,0,0,0,1,0
jg2909,5885,13662,6963,10418,6946,3622,10663,11176
jg6193,196,318,399,298,344,504,490,286
jg31525,3,3,7,4,0,5,2,0
jg18537,10,4,4,349,45,234,1,6
jg17928,0,0,0,0,0,0,2,0
jg15801,84,129,8,31,11,21,41,14
jg6490,0,0,3,0,0,3,4,9
jg22876,0,0,0,0,0,0,0,0
jg29168,0,0,0,0,0,0,0,0
jg718,4008,8240,5691,5856,6017,7863,7506,6536
jg36207,0,0,0,0,0,0,0,0
jg37187,0,0,0,0,0,0,0,1
jg18680,249,455,1674,2090,1172,5009,2043,483
jg17696,3,1,0,6,0,0,0,0
jg7004,506,636,328,415,325,567,440,499
jg20262,0,0,0,0,0,1,0,0
jg23542,2804,4317,921,1470,9636,9862,12658,7533
jg5545,0,0,0,0,0,0,0,0
jg24593,0,0,0,0,0,0,0,0
jg8968,0,0,0,0,0,0,0,0
jg23639,514,484,1304,980,276,1009,619,756
jg27210,0,0,0,0,0,0,1,0
jg36935,0,0,0,1,0,2,1,0
jg5928,0,0,0,0,0,0,0,0
27398_g,0,0,0,0,0,0,0,0
jg21144,1,0,0,0,0,0,0,0
jg6842,2,0,0,1,1,0,4,0
jg26448,0,8,21,49,11,0,24,32
jg1131,412,843,335,314,307,117,474,453
jg10461,16,1,0,2,3,0,4,0
jg29248,1853,4492,1271,2422,3023,3,2928,3663
jg23720,0,0,0,0,0,0,0,0
jg29564,12,41,26,54,229,26,267,159
jg22605,1,0,2,0,1,6,0,0
jg24201,1,1,2,0,0,0,0,0
jg14045,101,218,168,132,98,111,166,201
jg33890,0,4,3,0,4,2,8,4
jg21982,1693,2005,4083,1747,736,4425,2575,2540
jg29952,9,4,12,33,28,3,97,33
jg14949,0,3,3,1,0,0,0,2
jg12536,0,0,1,5,3,1,0,5
jg32167,0,2,2,0,2,0,0,0
jg36405,2629,5666,1883,3041,2535,535,3920,3984
jg36148,2172,3716,1251,2599,1850,120,3341,2869
jg9888,275,351,492,332,205,537,418,467
jg22142,10,7,26,43,16,0,28,39
jg1850,3,3,3,2,1,6,2,8
jg10100,0,1,0,0,0,0,0,0
jg22468,2,0,0,1,0,0,0,1
jg24318,0,0,0,0,1,0,0,0
jg8610,4,11,5,12,3,7,1,5
jg18193,6,9,1,0,0,3,1,1
jg28390,620,1148,411,778,625,49,967,916
jg29561,1,1,3,6,22,10,52,27
jg29826,0,1,0,0,0,1,1,1
jg19264,0,3,0,1,0,0,0,3
jg15671,6,10,4,10,6,0,0,13
jg28676,0,0,0,0,0,0,0,2
jg18533,2177,5158,5918,4682,2467,4102,5277,6205
jg12178,0,0,0,0,0,0,0,0
jg15522,60,73,99,54,14,102,72,33
jg14088,812,1959,790,1566,741,253,1845,1411
jg28402,40,100,56,64,53,8,40,70
jg4689,0,17,20,12,1,5,1,2
jg37391,4,3,2,3,1,0,1,4
jg29445,8,3,12,10,1,0,7,21
jg32198,1,3,14,7,5,5,21,16
jg13193,4,2,7,0,0,1,4,0
jg26163,10,19,115,81,44,13,50,174
jg18506,32,23,25,7,12,11,24,15
jg18129,8,9,13,48,47,12,58,123
jg36599,1567,1870,1550,1599,1147,2014,2373,1558
jg8495,6,25,15,17,25,7,18,31
jg34959,124,218,325,314,33,227,88,230
jg19554,75,44,8,14,13,5,10,20
jg26276,774,1233,307,407,332,369,454,481
jg1996,4,0,0,0,0,0,0,0
jg32842,6464,6298,3051,4228,2935,1539,4671,5028
jg7616,236,3353,848,2981,988,5,899,1155
jg14444,129,86,85,187,113,74,118,56
jg29441,8,13,61,55,110,1,126,133
jg7403,18,85,35,53,52,7,90,81
jg16585,0,0,0,0,0,0,0,0
jg32267,1,0,0,1,0,0,1,0
jg12842,10,12,23,48,43,1,71,34
jg17677,0,0,0,0,0,0,0,0
jg4729,4,4,4,4,2,0,11,6
jg25095,134,160,185,254,129,217,357,330
jg21674,87,210,213,217,164,305,240,311
jg27719,0,0,2,0,7,1,1,2
jg24238,2254,5624,1904,4514,3353,133,4625,4803
jg28625,0,0,0,0,0,0,0,0
jg7757,0,0,0,0,0,0,0,0
jg33426,0,0,3,0,0,0,2,0
jg28316,1,2,4,0,1,0,1,1
jg29119,14,15,0,1,1,0,1,2
jg2732,4,16,0,1,2,0,2,7
jg5759,10,0,0,0,0,0,0,0
jg32729,47,55,17,15,7,4,12,13
jg17684,1647,4199,1152,2494,2000,11,3207,2865
jg4585,0,0,1,0,1,0,0,0
13317_g,0,0,0,0,0,0,0,0
jg34454,9,9,15,10,4,8,14,9
jg682,3,63,24,24,5,146,22,9
jg1103,0,0,0,0,0,0,0,0
jg5119,82,253,215,264,202,199,78,407
jg1192,0,1,1,3,0,3,1,0
jg30019,179,361,184,290,83,109,225,215
jg7307,0,3,0,0,0,0,0,0
jg28565,1070,1766,748,1319,814,218,1522,1493
jg33423,1,10,3,2,0,2,3,6
jg23940,9669,12325,11523,10157,8240,18159,15672,16594
jg14529,71,22,274,225,41,349,87,153
jg14112,29,71,8,97,241,21,30,151
jg8852,601,930,307,629,513,47,844,697
jg33237,0,0,0,0,0,0,0,0
jg36172,51,51,318,306,291,574,371,659
jg1876,2,7,1,0,3,23,98,4
jg1488,8,3,4,3,1,1,4,2
jg22515,3,26,0,8,5,6,5,9
jg25361,6179,8551,6034,5707,4685,7784,6499,8993
jg30841,11,8,0,3,1,0,0,0
jg16010,0,2,0,0,0,0,0,0
jg23696,412,648,1187,960,781,1090,987,996
jg16439,20,23,3,15,3,0,10,6
jg7169,0,0,1,6,10,24,12,10
jg33417,7,2,1,6,5,4,9,2
jg9342,31,69,20,30,21,5,37,39
jg9432,1,8,11,19,16,4,12,5
jg1196,0,0,0,0,2,7,3,1
jg23545,14,13,143,108,20,97,24,33
jg36133,5,1,8,2,3,2,1,2
jg35613,0,0,0,0,0,0,0,0
jg33090,10,5,44,95,64,6,93,48
jg7475,8,5,15,11,11,13,15,16
jg16606,569,1459,432,748,509,156,968,642
jg31829,1330,3466,2410,1923,1459,2130,1903,1970
jg1494,0,2,0,1,0,2,0,0
jg3449,3662,7034,2869,4178,3187,1096,5008,5015
jg8973,128,329,167,241,116,166,212,186
jg14359,0,10,0,3,0,0,0,1
jg27909,0,0,0,0,0,1,0,0
jg17280,11,10,6,3,11,14,7,12
jg29349,2387,6609,2999,5410,4118,944,5804,5824
jg25967,55,61,23,41,12,3,20,23
jg35877,41,66,41,33,38,129,71,35
jg30327,3,5,0,0,0,1,0,0
jg26782,0,0,0,0,0,0,0,0
jg34444,285,508,304,303,199,349,301,385
jg20734,0,0,1,0,0,0,0,6
jg7875,19,20,1,13,20,0,15,10
jg36472,2,4,11,5,4,11,8,0
jg5594,0,6,5,0,1,0,7,3
jg20341,0,0,1,0,0,0,0,2
jg34658,0,1,0,2,0,0,0,0
jg10011,4,10,9,17,9,18,7,7
jg34624,774,1113,134,105,201,104,263,69
jg7265,0,0,0,0,0,0,1,0
jg21818,101,214,205,200,132,304,177,175
36204_g,0,0,0,0,0,0,0,0
jg7740,0,0,0,0,0,0,2,0
jg27204,0,0,0,0,0,0,0,0
jg31950,0,11,3,1,4,15,2,5
jg9074,20,17,9,10,5,3,5,22
jg16234,0,0,0,0,0,0,0,0
jg20032,0,0,0,0,0,2,0,0
jg13779,0,0,0,0,0,0,0,0
jg33480,0,0,0,0,1,0,0,0
jg9994,207,595,279,467,344,44,465,577
jg27397,107,170,31,35,569,115,1223,47
jg26055,2675,5564,1751,2824,2216,540,3524,2970
jg22628,246,600,1072,1135,1066,2231,2609,1628
jg1111,32,2,0,0,0,0,2,0
jg14219,0,0,0,0,0,0,0,0
jg7453,0,3,19,4,2,11,7,11
jg17155,1,3,0,2,12,0,3,0
jg5567,77,107,99,120,87,108,112,91
jg1395,156,574,340,495,362,122,417,577
jg20871,0,0,0,0,0,0,0,0
jg961,0,0,0,21,1,0,2,2
jg11404,2,6,15,0,1,3,3,26
jg9782,1060,2062,2108,2332,1425,1478,2580,2473
jg31465,172,303,2,0,0,0,0,1
jg675,3,619,1499,769,1,874,8,0
jg10236,48,99,2408,6736,2863,1,3640,13
jg7163,0,15,2,0,0,0,0,0
jg16518,17,31,122,74,43,71,57,54
jg6815,13,20,3,1,1,1,8,4
jg18440,836,1392,5186,4994,2751,3995,3851,5754
jg1552,0,0,2,0,0,1,1,0
jg10431,78,92,140,125,221,365,295,115
jg29141,38,22,72,110,41,29,70,59
jg23744,3,2,3,7,4,0,1,5
jg11276,64,10,38,131,24,21,24,43
jg27054,0,1,8,0,1,2,2,1
jg35131,475,757,689,872,567,412,933,957
jg668,0,0,0,0,1,2,0,0
jg36016,0,0,3,0,0,0,0,0
jg34306,0,0,23,7,26,0,25,21
jg24668,0,0,0,0,1,0,8,2
jg31609,3,10,0,0,0,0,0,0
jg31085,39,62,84,62,53,101,94,81
jg19734,0,0,5,25,11,0,10,22
jg6628,0,0,0,0,0,0,0,0
jg5282,5532,12114,4140,9006,5340,403,7600,9434
jg21576,0,0,0,0,0,0,2,1
jg19994,7,8,37,78,28,4,20,57
jg34872,6,2,22,11,18,5,26,21
jg31257,1,18,87,10,32,36,68,7
24544_g,0,0,0,0,0,0,0,0
jg32131,2,2,0,0,1,3,6,4
jg11632,2,0,0,0,0,0,0,0
jg26791,124,93,171,157,87,103,146,201
jg12395,0,0,0,0,0,0,0,0
jg27634,0,0,0,0,0,0,0,0
jg36822,0,1,0,0,0,1,1,0
jg5602,0,0,46,8,16,0,69,35
jg17012,0,0,1,0,0,0,0,0
jg12199,2,3,0,0,0,0,0,0
jg3688,192,333,270,314,217,339,330,331
jg36824,12,12,10,15,16,19,4,5
jg22536,1,2,2,3,1,1,4,1
jg12021,38,71,128,82,47,108,163,140
jg33084,508,982,743,766,346,907,576,715
jg331,2,4,0,0,0,0,18,0
jg21402,0,0,0,0,0,0,0,0
jg15947,203,355,233,244,136,193,266,378
jg29750,8,0,15,14,7,15,1,10
jg14727,0,0,0,1,0,0,0,0
jg36177,0,2,6,1,0,0,3,0
jg4190,7426,11910,5591,1750,571,1085,2771,5
jg3422,57,155,29,21,47,156,71,89
jg25457,0,0,0,0,0,0,0,1
jg35500,84,207,8,8,9,0,16,10
jg29117,96,167,105,246,177,16,254,225
jg17980,0,0,0,0,0,0,0,0
jg16909,26,30,11,14,3,6,10,23
jg21846,0,0,0,0,0,0,0,0
jg6275,0,1,0,0,0,1,0,0
jg9025,10,23,21,9,7,36,20,32
jg15315,182,331,3528,4031,699,2817,759,8190
jg13519,436,386,35,41,50,33,22,19
jg2928,47,168,140,92,58,119,89,35
jg35342,0,0,0,0,0,0,0,0
jg31176,0,0,0,1,0,0,2,0
jg36103,2,6,14,1,4,1,19,5
jg27599,3,0,1,0,2,3,3,0
jg27890,68,18,137,172,71,47,78,110
jg35431,449,1047,460,1100,753,104,760,949
jg4988,0,0,0,0,0,0,0,0
jg10847,0,5,0,1,0,0,2,4
jg11801,0,0,0,0,0,0,0,0
jg6977,12,30,54,72,70,43,65,41
jg20469,0,0,0,0,0,0,0,0
jg19488,0,0,0,0,1,1,2,1
jg28439,48,193,57,29,16,32,28,46
jg12388,3,3,11,15,10,9,10,9
jg20606,0,0,0,0,0,0,0,0
jg10199,889,1622,692,1662,1209,8,1733,2094
jg30479,0,5,11,27,10,0,32,23
jg6020,22,149,152,135,80,49,138,116
jg6719,3,23,0,0,0,0,0,0
jg13010,0,0,0,0,0,0,0,0
jg4843,13421,22504,16765,16631,11102,18803,17369,22637
jg37347,4,29,153,55,40,144,126,89
jg26336,5,27,4,6,0,0,1,0
jg10994,416,883,40,72,425,66,399,83
jg2135,3,23,1,1,0,4,2,13
jg6890,5,4,4,3,5,10,3,9
jg354,284,479,214,238,248,215,282,213
jg30035,1139,2223,1432,1530,1000,1786,1544,1992
jg14879,0,0,5,2,0,0,2,3
jg36044,0,1,0,0,0,1,0,0
jg33761,0,0,0,0,0,0,0,0
jg10219,23,36,187,61,21,105,61,85
jg1174,621,510,1356,1315,790,1433,1160,476
jg12872,13842,23541,10094,9189,12193,11411,14287,9377
jg23390,0,0,0,3,0,0,0,0
jg35325,2924,10368,2173,3727,3205,108,5154,5194
jg13431,816,1183,622,557,663,1283,1100,580
jg20561,0,0,0,0,0,0,0,0
jg5437,1,1,2,1,7,0,0,8
jg99,2,7,0,0,2,0,0,0
jg32534,1,1,0,3,0,0,0,0
jg29732,38,52,69,31,21,58,42,53
jg10765,0,0,5,4,0,4,1,5
jg22098,0,1,0,0,0,0,0,0
jg18226,2,0,0,0,1,2,2,0
jg15476,0,0,0,0,0,0,0,1
jg28242,2,3,0,0,0,0,8,1
jg8874,81,418,132,271,256,52,291,255
449_g,0,0,0,0,0,0,0,0
jg28381,0,7,2,3,1,1,1,8
jg25194,0,0,0,0,0,0,0,0
jg21521,0,5,0,0,3,0,1,1
jg36651,932,1810,1319,811,978,1071,1893,995
jg30993,0,43,8,0,0,11,5,1
jg23502,64,50,223,245,72,189,90,9
jg23211,106,406,109,62,148,42,359,325
jg36324,6,38,5,1,2,0,5,1
36806_g,0,0,0,0,0,0,0,0
jg31376,0,0,0,0,0,0,0,0
jg26835,0,0,0,0,0,0,0,0
jg9210,27,95,4,18,5,0,22,29
jg5429,0,0,0,1,0,0,0,0
jg16587,2,6,10,0,4,5,17,18
jg29305,279,486,38,208,189,4,308,215
jg103,0,0,0,0,0,0,0,0
jg24407,0,0,0,0,0,0,0,0
jg4285,10087,16559,4420,6621,6032,9,8380,9844
jg26160,0,0,0,0,0,0,0,0
jg17235,72,103,133,119,15,56,105,47
jg11968,0,0,0,5,0,0,0,0
jg6220,121,247,282,237,117,343,212,212
19429_g,0,0,0,0,0,0,0,7
jg31716,0,0,2,0,0,4,1,0
jg1550,28,14,197,77,96,279,50,32
jg37214,11464,18959,14219,13432,9352,16680,15602,20306
jg12128,19,4,37,30,32,76,73,38
jg19286,0,0,0,0,0,0,0,0
jg9005,64,176,60,83,79,86,31,143
jg26743,1,3,3,1,1,1,0,1
jg31705,0,2,0,0,0,0,0,0
jg34921,1,1,0,0,0,2,0,0
jg13996,412,1021,498,1070,795,119,1092,1110
jg33764,0,6,6,8,3,0,3,7
jg33698,0,0,0,0,0,0,0,0
jg274,0,0,0,5,6,1,0,0
jg4570,0,0,0,0,0,0,0,0
jg13851,0,0,0,0,0,0,0,0
jg35130,0,0,1,1,10,0,0,0
jg36629,0,0,2,2,1,2,1,10
jg33937,34,34,94,149,44,65,126,103
jg19694,0,0,0,0,0,0,0,0
jg11470,13,6,31,60,8,137,31,21
jg11440,34,19,3,10,6,0,5,13
jg22373,0,0,0,1,0,0,0,0
jg25871,0,36,0,3,5,0,7,1
jg28527,0,2,14,9,2,15,1,5
jg13228,327,421,786,921,567,3979,884,1389
jg8602,112,134,46,100,94,3,117,123
jg36381,16,8,1400,1111,209,327,266,3689
1042_g,0,0,0,0,0,0,0,0
jg8676,0,3,19,47,26,7,21,14
jg22564,210,293,190,240,172,130,300,337
jg19392,326,561,194,364,214,0,371,517
jg17396,5,2,0,0,0,0,3,0
jg14790,73,183,197,255,155,256,296,224
jg17228,0,0,0,0,0,0,0,0
jg29551,4,2,8,22,32,13,29,25
jg7277,0,0,4,0,1,1,3,3
jg3751,942,1373,859,747,595,732,1053,993
jg26745,756,1547,959,1561,1123,836,1559,1677
jg35464,0,0,0,0,0,0,0,0
jg16084,0,0,0,0,0,0,0,0
jg19348,336,532,616,835,528,413,673,917
jg18413,36,38,129,55,27,28,95,106
jg5881,0,0,2,4,2,0,12,0
jg13780,0,0,0,0,0,0,0,0
jg30742,33,86,49,50,109,44,37,58
jg10231,0,4,5,0,1,0,0,1
jg29253,18,34,42,71,49,7,89,101
jg26156,0,1,12,0,0,0,1,0
jg24232,899,887,2213,2620,1830,3755,2499,1205
jg14567,4,1,4,13,4,2,7,40
jg24384,0,0,24,18,2,3,13,5
jg8853,596,1093,801,897,671,460,1158,1055
jg24015,0,0,0,0,0,0,0,0
jg23685,120,223,917,765,282,404,429,726
jg16162,83,102,89,64,32,130,86,74
jg35303,8,10,37,19,11,21,69,47
jg29854,0,3,25,16,17,31,39,35
jg2040,0,0,0,0,0,0,0,0
jg17595,0,0,0,0,0,0,0,0
jg1047,320,606,171,453,118,43,280,239
jg36227,7398,16203,5382,11731,8523,16,12441,12355
jg25056,0,0,0,0,0,0,0,0
jg28029,1,3,2,0,6,3,4,2
jg25010,1,10,0,4,1,0,0,0
jg10020,0,1,0,0,0,2,0,4
jg30932,4,2,1,2,0,1,4,0
jg14434,152,541,830,660,158,800,436,266
jg23609,0,0,0,0,0,0,0,0
jg17821,61,93,205,157,88,198,181,141
jg33066,3890,6600,13943,11358,7151,12650,10000,7887
jg15599,0,0,0,0,0,0,0,0
jg6556,0,1,0,0,0,0,0,0
jg30537,0,0,0,0,0,0,0,1
jg6160,2,0,0,0,0,0,0,0
jg32877,0,0,0,1,0,0,0,2
jg29099,8,11,2,6,3,6,3,3
jg13310,2,7,3,6,1,24,15,7
jg34777,0,0,0,0,0,0,3,0
jg18800,281,478,134,211,247,1,271,273
jg28009,515,654,85,88,45,153,82,105
30395_g,0,0,0,0,0,0,0,0
jg1607,50887,84789,21308,33772,33359,27,52849,57175
jg23750,0,0,0,0,0,0,0,0
jg37282,0,0,0,0,1,0,0,0
jg3546,0,0,0,0,0,0,0,0
jg34139,0,6,0,0,0,0,0,0
jg5184,45,63,181,92,28,144,94,107
jg1499,2,2,6,4,2,6,1,2
jg7172,0,1,1,0,0,0,0,0
11460_g,0,0,0,0,0,0,0,0
jg2303,1,0,2,0,0,0,1,0
jg7382,0,8,10,13,29,9,18,11
jg23039,0,0,0,0,0,0,0,0
jg16480,0,1,1,0,0,0,3,5
jg6058,14,10,0,1,2,0,0,1
jg7358,14,9,50,33,29,37,55,70
jg9350,3140,5119,11213,12206,7056,20027,12257,16244
jg10561,1,0,0,0,0,0,0,0
jg9885,98,417,173,289,274,2,385,418
jg1565,9,74,289,252,25,68,21,536
jg23117,102,96,517,806,357,1018,404,213
jg25300,12,2,0,0,1,0,5,1
8903_g,19,53,38,41,27,84,47,37
jg34211,0,0,0,0,1,0,0,1
jg8352,8,45,98,60,8,16,69,16
jg2399,1,11,1,2,2,1,20,4
34643_g,0,0,0,0,0,0,0,0
jg8422,7624,9929,29164,36187,24331,39954,37201,27584
jg26864,2,1,0,0,0,0,3,0
jg27572,98,135,324,476,264,247,401,529
jg4342,2,0,0,0,0,2,0,1
jg27058,0,6,1,0,0,0,0,0
jg36242,273,429,159,251,189,122,323,404
jg21999,2,2,0,4,1,4,0,3
jg882,10,41,18,18,10,0,25,40
jg27091,299,322,222,153,305,392,367,192
jg3071,0,0,0,0,0,1,0,2
jg13979,125,188,267,495,294,184,539,926
jg27244,402,886,34,27,124,155,64,40
jg37506,0,0,0,0,0,0,0,0
jg3857,300,295,1021,820,497,1094,825,810
jg18595,1,17,46,10,10,36,30,27
jg7825,20524,33804,9027,15323,13005,5,19175,22898
jg36530,2308,3921,1575,2433,1854,631,3315,3114
jg13904,5,10,5,10,3,0,4,0
jg33638,1861,3253,293,183,363,350,445,151
jg22869,6,4,4,5,2,0,4,5
jg13551,3,1,4,0,7,0,4,0
jg2886,102,198,54,142,133,15,190,188
jg812,0,6,0,0,0,0,0,0
jg16149,0,0,4,0,0,0,5,0
jg34358,2,22,0,0,0,0,0,0
jg21778,0,0,0,0,0,0,0,0
jg2100,288,613,301,355,428,208,560,471
jg8632,5,0,2,1,4,0,3,0
jg16277,18,21,19,25,15,22,22,35
jg11629,0,0,0,0,0,1,0,0
jg3496,0,7,7,23,13,55,17,15
jg33798,41,37,79,46,45,41,56,84
jg11353,1,9,0,2,0,1,0,1
45_g,0,0,0,1,0,0,0,0
jg14955,43,43,98,125,52,205,97,46
jg1012,8,39,1,0,0,0,0,1
jg16691,383,511,156,413,122,1,355,682
jg15895,0,0,0,0,0,0,0,0
29254_g,0,0,0,0,0,0,0,0
jg4200,0,0,0,0,0,0,0,2
jg3737,0,53,11,31,26,19,29,58
jg26044,0,0,2,0,2,0,5,2
jg32970,41,31,42,24,23,31,21,21
jg20556,0,0,0,0,0,0,0,0
jg35898,25155,50431,11189,18472,16213,419,25773,29306
jg2178,192,216,154,129,125,108,213,214
jg10815,0,0,0,0,0,0,0,0
jg11184,12,61,24,24,7,38,5,16
34869_g,0,0,0,0,0,0,0,0
jg20585,0,0,0,0,0,0,0,0
jg31821,0,0,0,0,0,0,0,0
jg6378,13,7,8,20,2,0,6,8
17093_g,0,0,0,0,0,0,0,0
jg13984,1346,35,73,6,44,88,54,79
jg14677,5,26,21,32,23,15,64,35
jg10168,0,0,1,0,0,0,0,0
jg1920,34,105,31,29,43,45,65,25
jg16715,72,90,143,90,1285,916,1528,532
jg34537,0,0,0,0,0,0,0,0
jg10587,0,0,0,0,0,0,0,0
jg22889,9,19,4,8,15,0,148,6
jg31081,272,391,349,176,237,339,430,427
jg26130,607,1187,268,261,259,122,439,415
jg19349,3085,5066,7167,6219,4960,7329,7670,7906
jg12749,3,19,3,2,8,1,3,5
31119_g,0,0,0,0,0,0,0,0
jg12271,28907,36645,18,38,14,9,23,14
jg27227,0,6,5,6,1,3,3,7
jg30134,0,0,0,0,0,0,0,0
jg1326,19,69,16,10,42,85,138,47
jg25694,1272,3047,2137,2618,1804,1548,2978,3308
jg12652,258,620,340,395,311,291,431,476
jg5647,0,0,0,0,0,0,0,0
jg8346,0,0,0,0,0,0,0,1
jg19479,10,1,0,0,2,0,0,0
jg18466,19,111,21,36,41,2,26,40
jg26831,0,0,1,0,1,1,0,3
jg23298,2295,3987,2468,2921,2316,2510,3631,3120
jg32958,0,30,58,168,53,165,156,172
jg23205,73,96,87,44,53,40,79,89
jg7634,3,6,4,10,3,4,3,14
jg5509,6,2,1,0,0,0,2,0
jg22749,16,19,8,20,8,3,12,16
jg37051,3,4,7,0,2,2,7,3
jg33353,2,2,10,4,6,1,5,12
jg9454,0,4,0,0,0,0,0,0
jg28973,0,0,0,0,0,0,0,0
jg8475,0,0,0,0,0,0,0,0
jg36596,221,525,345,728,523,68,828,779
jg19879,1,18,2,13,2,1,20,3
jg24447,12,21,2,3,12,6,2,18
jg35396,2,2,0,0,0,1,1,0
jg21647,0,1,0,0,3,0,8,0
jg7548,8,15,28,17,10,20,18,22
jg24418,1,10,13,10,4,10,8,3
jg20925,12,25,23,22,2,0,22,27
1957_g,0,0,0,0,0,0,0,0
jg20036,0,0,0,0,0,0,0,0
jg8355,0,0,0,0,0,0,0,0
jg31746,23,5,18,0,1,9,18,1
jg10440,7,1,13,2,0,13,0,0
jg22690,0,0,0,0,0,0,0,0
jg20402,0,0,0,0,0,0,0,0
jg3556,4,0,1,2,0,1,3,4
jg15255,0,0,3,0,0,0,0,0
jg35536,0,1,0,0,0,0,1,0
jg32465,11,13,13,6,4,3,11,11
jg1696,1678,2795,1494,1701,1539,1236,2126,2758
jg2416,0,0,4,5,6,0,1,21
jg10045,14,45,7,2,0,3,4,3
jg32773,16,52,22,79,57,14,73,42
jg16035,1,0,0,0,1,0,0,0
17078_g,0,0,0,0,0,0,0,0
jg22340,38,76,6,30,38,12,12,80
jg33530,0,3,0,4,1,0,4,4
jg9121,153,171,124,44,1142,145,542,454
jg30508,30,33,17,12,60,2,45,25
jg26158,37,97,27,58,33,18,28,60
jg33254,5978,11965,2323,3881,3981,3,6190,6534
jg33689,0,1,0,10,9,0,0,14
jg37599,4,20,5,9,6,2,6,6
jg36509,113,485,584,286,295,30992,956,7221
jg9534,298,636,182,332,284,11,362,410
jg14612,178,554,145,163,109,70,166,164
jg14328,0,0,0,0,0,0,0,0
jg36584,0,0,0,0,0,0,0,0
jg4912,0,71,5,10,6,24,12,13
jg27302,13,8,2,4,5,2,2,1
