transcripts	GO-terms
gbgene9703	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9704	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9705	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9706	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9707	GO:0007400,GO:0003700,GO:0006357,GO:0048749,GO:0000122,GO:0007411,GO:0035290,GO:0000981,GO:0000978,GO:0043565,GO:0045892,GO:0035206,GO:2000177,GO:0005634,GO:0050767,GO:0007517,GO:0031507,GO:0061332,GO:0040034,GO:0007354
gbgene9708	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9709	
gbgene9710	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9711	GO:0000122,GO:0000978,GO:0003700,GO:0000977,GO:0006357,GO:0005634,GO:0000981
gbgene9712	
gbgene9713	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9714	
gbgene9715	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9716	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9717	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9718	
gbgene9719	
gbgene9720	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9721	
gbgene9722	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9723	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9724	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9725	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9726	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9727	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9728	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9729	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9730	
gbgene9731	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9732	
gbgene9733	GO:0004165,GO:0005777,GO:0050829
gbgene9734	GO:0036402,GO:0005737,GO:0043161,GO:0005524,GO:0008540,GO:0016887,GO:0005838
gbgene9735	GO:0000398,GO:0080009,GO:0003729,GO:0000381,GO:0035222,GO:0036396,GO:2000737,GO:0071011,GO:0090263,GO:0010628,GO:0003723,GO:0005634,GO:0048749
gbgene9736	GO:0005737,GO:0000398,GO:0003729,GO:0000974,GO:0006457,GO:0000413,GO:0016018,GO:0071011,GO:0071013,GO:0003723,GO:0003755
gbgene9737	
gbgene9738	GO:0045944,GO:0000785,GO:0005515,GO:0016592,GO:0006357,GO:0003712
gbgene9739	GO:0004674,GO:0004672,GO:0005737,GO:0006468,GO:0030688,GO:0005829,GO:0030490,GO:0005524,GO:0005634,GO:0060252
gbgene9740	
gbgene9741	
gbgene9742	GO:0007298,GO:0098609,GO:0005886,GO:0007526,GO:0086042,GO:0045214,GO:0051015,GO:0007155,GO:0005515,GO:0001726,GO:0007390,GO:0007476,GO:0005178,GO:0033627,GO:0005200,GO:0045892,GO:0005856,GO:0035160,GO:0030018,GO:0016203,GO:0007430,GO:0007475,GO:0035149,GO:0005925
gbgene9743	GO:0003677,GO:0005634
gbgene9744	
gbgene9745	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9746	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9747	GO:0003676,GO:0050832,GO:0006974,GO:0005737,GO:0016567,GO:0035220,GO:0005515,GO:0045732,GO:0043161,GO:0007307,GO:0035861,GO:0045879,GO:0006281,GO:0006511,GO:0005634
gbman.GBUE018956-PA.1	GO:0045944,GO:0032956,GO:0060232,GO:0098609,GO:0045893,GO:0048754,GO:0000902,GO:0014017,GO:0005886,GO:0007367,GO:0035017,GO:0060914,GO:0071896,GO:0000122,GO:0007507,GO:0007472,GO:0034334,GO:0060250,GO:0005737,GO:0046530,GO:0007155,GO:0035153,GO:0005515,GO:0007391,GO:0007043,GO:0016342,GO:0045186,GO:1990907,GO:0045294,GO:0005912,GO:0016324,GO:0030424,GO:0046667,GO:0019900,GO:0016028,GO:0030139,GO:0035019,GO:0019903,GO:0090254,GO:0001745,GO:0048526,GO:0003713,GO:0007370,GO:0005813,GO:0035293,GO:0014019,GO:0005634,GO:0005915,GO:0010172,GO:0007399,GO:0008587,GO:0060997,GO:0072659,GO:0001709,GO:0007616,GO:0140297,GO:0048477,GO:0060070,GO:0045296,GO:0035147
gbgene9749	GO:0000976,GO:0008270,GO:0000978,GO:0006355,GO:0003700,GO:0006357,GO:0005634,GO:0000981
gbgene9750	GO:0035041,GO:0000228,GO:0005737,GO:0005634,GO:0043565,GO:0007143,GO:0007276,GO:0006357,GO:1902275,GO:0003682
gbgene9751	GO:0008270,GO:0045944,GO:0007279,GO:0000987,GO:0007349,GO:0045143,GO:0007143,GO:0003700,GO:0007343,GO:0006357,GO:0005634
gbgene9752	
gbgene9753	
gbgene9754	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9755	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9756	
gbgene9757	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9758	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9759	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9760	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9761	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9762	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9763	
gbgene9764	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9765	GO:0008270,GO:0045944,GO:0045892,GO:0010468,GO:0005634
gbgene9766	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9767	
gbgene9768	GO:0008270,GO:0000978,GO:0005575,GO:0003700,GO:0006357,GO:0005634
gbgene9769	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9770	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbman.GBUE021097-PA.1	GO:0035591,GO:0007018,GO:0003774,GO:0042981,GO:0007224,GO:0005524,GO:0005886,GO:0008134,GO:0005119,GO:0005875,GO:0005515,GO:0008017,GO:0012506,GO:0045879,GO:0016887,GO:0019901,GO:0005874,GO:0007476,GO:0030707,GO:0005871,GO:0003777,GO:0031625,GO:0042073,GO:0042994,GO:0031234,GO:0005829,GO:0035301,GO:0140311
gbgene9772	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9773	
gbgene9774	
gbgene9775	GO:0000976,GO:0008270,GO:0000978,GO:0006355,GO:0003700,GO:0006357,GO:0005634,GO:0000981
gbgene9776	
gbgene9777	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9778	GO:0046404,GO:0003690,GO:0006281,GO:0046939,GO:0005634,GO:0046403
gbgene9779	GO:0017080,GO:0002028,GO:0016021,GO:0005887
gbgene9780	GO:0071949,GO:0004031,GO:0006117,GO:0016491,GO:0051537,GO:0005506
gbgene9781	GO:0071949,GO:0004031,GO:0006117,GO:0016491,GO:0051537,GO:0005506
gbgene9782	GO:0071949,GO:0004031,GO:0006081,GO:0016491,GO:0051537,GO:0005506
gbgene9783	
gbgene9784	GO:0071949,GO:0004031,GO:0006117,GO:0016491,GO:0051537,GO:0005506
gbgene9785	GO:0005739,GO:0004563,GO:0015929
gbgene9786	GO:0045450,GO:0005198,GO:0042803,GO:0050680,GO:0008104,GO:0010669,GO:0043162,GO:0032509,GO:0070086,GO:0097352,GO:0042981,GO:0043328,GO:0048803,GO:0016197,GO:0045199,GO:0000814
gbman.GBUE015058-PA.1	GO:0004497,GO:0031000,GO:0005506,GO:0046680,GO:0016705,GO:0020037
gbgene9789	GO:0006911,GO:0016021,GO:0001786,GO:0043652,GO:0006909,GO:0005886,GO:0043277
gbgene9790	GO:0007605,GO:0005769,GO:0017022
gbgene9791	
gbgene9792	
gbgene9793	
gbgene9794	
gbgene9795	
gbgene9796	
gbgene9797	
gbgene9798	
gbgene9799	GO:0007018,GO:0005737,GO:0005515,GO:0005871,GO:0019894,GO:0043227,GO:0046843
gbgene9800	
gbgene9801	
gbgene9802	
gbgene9803	
gbgene9804	GO:0008270,GO:0000978,GO:0001228,GO:0006357,GO:0005634
gbgene9805	
gbgene9806	
gbgene9807	
gbgene9808	
gbgene9809	GO:0034704,GO:0015279,GO:0007399,GO:0005887,GO:0070588,GO:0005246,GO:0016020,GO:0002115,GO:0051928,GO:0005262,GO:0070886
gbgene9810	
gbgene9811	
gbgene9812	GO:0005777,GO:0010025,GO:0043231,GO:0005779,GO:0080019,GO:0008611,GO:0035336,GO:0005778
gbgene9813	GO:0035336,GO:0005777,GO:0080019,GO:0043231
gbgene9814	
gbgene9815	
gbgene9816	GO:0035336,GO:0005777,GO:0080019,GO:0043231
gbgene9817	GO:0035336,GO:0005777,GO:0080019,GO:0043231
gbgene9818	GO:0005777,GO:0010025,GO:0043231,GO:0005779,GO:0080019,GO:0008611,GO:0035336,GO:0005778
gbgene9819	GO:0016021,GO:0006812,GO:0006874,GO:0015203,GO:0140358,GO:0019829,GO:0005524,GO:1902047,GO:0016887
gbgene9820	GO:0016021,GO:0006812,GO:0006874,GO:0015203,GO:0140358,GO:0019829,GO:0005524,GO:1902047,GO:0016887
gbgene9821	GO:0007015,GO:0032956,GO:0007298,GO:0016461,GO:0007560,GO:0032880,GO:0045921,GO:0030589,GO:0045217,GO:0007283,GO:0070864,GO:0045178,GO:0005524,GO:0005886,GO:0008363,GO:0007051,GO:0005902,GO:0019749,GO:0051015,GO:0005875,GO:0031982,GO:0045175,GO:0005737,GO:0006897,GO:0003779,GO:0008104,GO:0005515,GO:0007391,GO:0008017,GO:0032991,GO:0045172,GO:0032970,GO:0051647,GO:0030426,GO:0016887,GO:0016333,GO:0045167,GO:0030139,GO:0000146,GO:0032027,GO:0070865,GO:0055057,GO:0030036,GO:0005938,GO:0007552,GO:0005516,GO:0030048,GO:0040001,GO:0030317,GO:0031476,GO:0006997,GO:0015629,GO:0007297,GO:0047497,GO:0030050,GO:0007291,GO:0070856
gbgene9822	
gbgene9823	
gbgene9824	
gbgene9825	
gbgene9826	
gbgene9827	GO:0004497,GO:0042742,GO:0005506,GO:0016705,GO:0020037
gbman.GBUE002289-PA.1	GO:0004497,GO:0042742,GO:0005506,GO:0016705,GO:0020037
gbgene9829	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005886,GO:0002121,GO:0009410,GO:0032809,GO:0090328,GO:1902476,GO:0030424,GO:0004890,GO:0022851,GO:0045202,GO:0032589,GO:0030425,GO:0030431,GO:0042749,GO:0007268,GO:0050805,GO:0009612,GO:0016021,GO:0005254,GO:0007165,GO:0042048,GO:0030594,GO:0042391
gbgene9830	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005886,GO:0002121,GO:0009410,GO:0032809,GO:0090328,GO:1902476,GO:0030424,GO:0004890,GO:0022851,GO:0045202,GO:0032589,GO:0030425,GO:0030431,GO:0042749,GO:0007268,GO:0050805,GO:0009612,GO:0016021,GO:0005254,GO:0007165,GO:0042048,GO:0030594,GO:0042391
gbgene9831	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005886,GO:0002121,GO:0009410,GO:0032809,GO:0090328,GO:1902476,GO:0030424,GO:0004890,GO:0022851,GO:0045202,GO:0032589,GO:0030425,GO:0030431,GO:0042749,GO:0007268,GO:0050805,GO:0009612,GO:0016021,GO:0005254,GO:0007165,GO:0042048,GO:0030594,GO:0042391
gbgene9832	
gbgene9833	GO:0034220,GO:0043005,GO:0006811,GO:0005887,GO:0050877,GO:0005886,GO:0002121,GO:0009410,GO:0032809,GO:0090328,GO:1902476,GO:0030424,GO:0004890,GO:0022851,GO:0045202,GO:0032589,GO:0030425,GO:0030431,GO:0042749,GO:0007268,GO:0050805,GO:0009612,GO:0016021,GO:0005254,GO:0007165,GO:0042048,GO:0030594,GO:0042391
gbgene9834	
gbgene9835	
gbgene9836	
gbgene9837	GO:0005615,GO:0003674,GO:0045924,GO:0032504,GO:0006952
gbgene9838	GO:0005739,GO:0005737,GO:0008340,GO:0038001,GO:0005777,GO:0004096,GO:0036335,GO:0048167,GO:0035206,GO:0003007,GO:0007568,GO:0034976,GO:0072593,GO:0042542,GO:0042744,GO:0020037
gbgene9839	GO:0043005,GO:2000766,GO:0043186,GO:0045451,GO:0008069,GO:1990904,GO:0005737,GO:0005515,GO:0046011,GO:0007281,GO:1990124,GO:0003730,GO:0006378,GO:0045202,GO:0005938,GO:0000900,GO:0005634,GO:0043022,GO:0003729,GO:0007310,GO:0008135,GO:0007314
gbman.GBUE002278-PA.1	GO:0005739,GO:0005737,GO:0008340,GO:0038001,GO:0005777,GO:0004096,GO:0036335,GO:0048167,GO:0035206,GO:0003007,GO:0007568,GO:0034976,GO:0072593,GO:0042542,GO:0042744,GO:0020037
gbgene9841	
gbgene9842	
gbgene9843	GO:0003677,GO:0032422,GO:0005737,GO:0043565,GO:0003729,GO:1990124,GO:0000977,GO:0006357,GO:0003723,GO:0005634,GO:0000981
gbgene9844	
gbgene9845	
gbgene9846	GO:0022857,GO:0055085,GO:0016021,GO:0006820
gbgene9847	GO:0061177,GO:0006887,GO:0043195,GO:1903035,GO:0070050,GO:0016079,GO:0008021,GO:0006457,GO:1900073,GO:0005886,GO:0061176
gbgene9849	GO:0042060,GO:0005829,GO:0004643,GO:0006189,GO:0003937
gbgene9848	GO:0042060,GO:0005829,GO:0004643,GO:0006189,GO:0003937
gbgene9850	GO:0005347,GO:0055085,GO:0005509,GO:0005743
gbgene9851	GO:0003676,GO:0005739,GO:0006421,GO:0004816,GO:0005524
gbgene9852	
gbgene9853	
gbgene9854	
gbgene9855	
gbgene9856	
gbgene9857	GO:0016021,GO:0005887,GO:0038039,GO:0071260,GO:0004888,GO:0007193,GO:0007186,GO:0007214,GO:0031631,GO:0042048,GO:0046676,GO:0046982,GO:0004965
gbgene9858	
gbgene9859	GO:0005615,GO:0038063,GO:0005201,GO:0048621,GO:0007391,GO:0005587,GO:0030198,GO:0035848,GO:0055013,GO:0060729,GO:0005604,GO:0031012,GO:0071711
gbgene9860	GO:0043161,GO:0019005,GO:0003674
gbgene9861	
gbman.GBUE011673-PA.1	GO:0045944,GO:0007494,GO:0007400,GO:0008586,GO:0007431,GO:0008134,GO:0061024,GO:0007443,GO:0006357,GO:0048190,GO:0007498,GO:0007492,GO:0000122,GO:0010001,GO:0090571,GO:0007417,GO:0007391,GO:0035239,GO:0048100,GO:0061629,GO:0003714,GO:0007374,GO:0001706,GO:0007476,GO:0007398,GO:0000981,GO:0001708,GO:0000978,GO:0043565,GO:0045705,GO:0003713,GO:0005634,GO:0048813,GO:0030509,GO:0008270,GO:0008354,GO:0007435,GO:0009953,GO:0007499
gbgene9863	
gbgene9864	
gbgene9865	GO:0001228,GO:0003700,GO:0006357,GO:0000122,GO:0007422,GO:0042051,GO:0046530,GO:0007411,GO:0008407,GO:0000981,GO:0000978,GO:0043425,GO:0043565,GO:0007423,GO:0016360,GO:0005634,GO:0043066,GO:0005700,GO:0008594
gbgene9866	GO:0005791,GO:0005737,GO:0003674,GO:0016020,GO:0008150
gbgene9867	GO:0008270,GO:0031901,GO:0000209,GO:0005737,GO:0031902,GO:0006955,GO:0061630,GO:0042287,GO:0005764,GO:0005886,GO:0002495
gbgene9868	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbman.GBUE021069-PA.1	GO:0020037,GO:0016705,GO:0005506,GO:0004497
gbgene9870	GO:0008150,GO:0003674,GO:0016021
gbgene9871	
gbgene9872	GO:0008045
gbgene9873	GO:0005730,GO:0036098,GO:0004674,GO:0060361,GO:0031430,GO:0018105,GO:0000070,GO:0005524,GO:0007052,GO:0030017,GO:0030717,GO:0045214,GO:0005737,GO:0005515,GO:0036099,GO:0019901,GO:0016572,GO:0035184,GO:0004672,GO:0007130,GO:0097150,GO:0030018,GO:0005634,GO:0000785,GO:0007165,GO:0007143,GO:0030261,GO:0018107,GO:0051321
gbgene9874	
gbgene9875	GO:0016021,GO:0008340,GO:0007186,GO:0004930,GO:0007166,GO:0042594
gbgene9876	
gbgene9877	
gbgene9878	GO:0005777,GO:0010025,GO:0043231,GO:0005779,GO:0080019,GO:0008611,GO:0035336,GO:0005778
gbgene9879	GO:0035336,GO:0005777,GO:0080019,GO:0043231
gbgene9880	GO:0043235,GO:0008039,GO:0005737,GO:0005886
gbgene9881	
gbgene9882	GO:0005737,GO:0006897,GO:0048488,GO:0005509,GO:0008021,GO:0045746,GO:0008582,GO:0016197,GO:0030132
gbgene9883	GO:0120009,GO:0005770,GO:1902936
gbgene9884	GO:0016021,GO:0008528,GO:0007186,GO:0045434,GO:0046662,GO:0005886
gbgene9885	GO:0051119,GO:0046323,GO:0005351,GO:0005887
gbgene9886	
gbgene9887	GO:0097106,GO:0043113,GO:0008328,GO:0001941,GO:0060361,GO:0005887,GO:0007528,GO:0040011,GO:0003674,GO:0035187,GO:0097482,GO:0097688,GO:0048168,GO:0031594,GO:2000312,GO:0007274
gbgene9888	GO:0097106,GO:0043113,GO:0008328,GO:0001941,GO:0060361,GO:0005887,GO:0007528,GO:0040011,GO:0003674,GO:0035187,GO:0097482,GO:0097688,GO:0048168,GO:0031594,GO:2000312,GO:0007274
gbgene9889	
gbgene9890	GO:0004672,GO:0010637,GO:0006468,GO:0055088,GO:1903852,GO:0005743,GO:0005524,GO:0032592,GO:0007005
gbgene9891	GO:0004747,GO:0005634,GO:0006014,GO:0005737
gbgene9892	GO:0004674,GO:1900244,GO:0045893,GO:0018105,GO:0045666,GO:0005524,GO:0004712,GO:0046777,GO:0007632,GO:0043195,GO:0045786,GO:0046622,GO:0045927,GO:0004860,GO:0003713,GO:0008355,GO:0007623,GO:0005634,GO:0007399,GO:0035331,GO:2000253,GO:0018107,GO:0045887
gbgene9893	GO:0012505,GO:0003674,GO:0007346,GO:0000079
gbgene9894	GO:0015139,GO:1990550,GO:0005743
